location,date,p_scores_all_ages,p_scores_15_64,p_scores_65_74,p_scores_75_84,p_scores_85plus,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2021_all_ages,time,time_unit,p_scores_0_14,projected_deaths_2020_2022_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages,p_proj_0_14,p_proj_15_64,p_proj_65_74,p_proj_75_84,p_proj_85p,cum_excess_per_million_proj_all_ages,excess_per_million_proj_all_ages,deaths_2022_all_ages
Croatia,2021-06-13,11.73,-10.47,33.06,3.39,21.79,,,,,,,,,,,,,,23,weekly,19.04,921.5,139.5,8730.2,76602.8,11.4,15.14,42.86,0.42,32.24,17.8,9.54,2138.88624154357,34.1772961324286,
Croatia,2021-06-20,9.38,3.53,26.86,-2.38,17.53,,,,,,,,,,,,,,24,weekly,-54.55,912.7,116.3,8846.5,77515.5,11.41,12.74,-45.95,15.88,26.06,11.45,5.21,2167.37957158086,28.4933300372863,
Croatia,2021-06-27,21.09,6.28,36.53,13.19,31.27,,,,,,,,,,,,,,25,weekly,-25.0,893.5,222.5,9069.0,78409.0,11.57,24.9,-9.09,18.84,35.63,29.79,17.4,2221.89174641573,54.5121748348771,
Croatia,2021-07-04,7.6,-5.32,17.48,-4.48,25.49,,,,,,,,,,,,,,26,weekly,-76.19,884.5,97.5,9166.5,79293.5,11.56,11.02,-71.43,6.8,16.73,9.55,12.08,2245.77910392765,23.8873575119124,
Croatia,2021-07-11,5.3,-21.93,50.94,-7.53,9.56,,,,,,,,,,,,,,27,weekly,31.58,923.5,78.5,9245.0,80217.0,11.52,8.5,61.29,-13.21,49.97,5.75,-1.52,2265.01148920647,19.2323852788218,
Croatia,2021-07-18,4.28,3.58,20.5,-13.76,18.15,,,,,,,,,,,,,,28,weekly,-19.35,921.3,68.7,9313.7,81138.3,11.48,7.46,-9.09,16.1,19.75,-1.88,5.66,2281.84288880717,16.8313996007014,
Croatia,2021-07-25,-4.94,-9.09,15.47,-22.01,3.6,,,,,,,,,,,,,,29,weekly,33.33,927.1,-19.1,9294.6,82065.4,11.33,-2.06,50.94,1.23,14.77,-10.51,-6.87,2277.16341672022,-4.679472086949,
Croatia,2021-08-01,8.29,-10.73,11.88,-4.45,34.2,,,,,,,,,,,,,,30,weekly,-37.5,959.1,109.9,9404.5,83024.5,11.33,11.46,-20.0,-0.94,11.23,8.85,20.86,2304.08875611057,26.9253393903505,
Croatia,2021-08-08,-0.77,-13.27,18.78,-12.03,8.95,,,,,,,,,,,,,,31,weekly,-37.5,933.3,20.7,9425.2,83957.8,11.23,2.22,-26.83,-3.71,18.04,0.66,-2.04,2309.16022585925,5.07146974868295,
Croatia,2021-08-15,10.8,-7.07,20.65,-0.41,29.36,,,,,,,,,,,,,,32,weekly,13.64,929.5,131.5,9556.7,84887.3,11.26,14.15,35.14,3.82,19.91,13.58,16.18,2341.37753368301,32.2173078237588,
Croatia,2021-08-22,5.85,-9.09,8.32,-7.18,31.33,,,,,,,,,,,,,,33,weekly,-33.33,909.1,82.9,9639.6,85796.4,11.24,9.12,-13.04,1.69,7.65,5.92,17.34,2361.6879125316,20.3103788485902,
Croatia,2021-08-29,6.06,-6.92,26.88,-3.49,10.82,,,,,,,,,,,,,,34,weekly,30.43,876.1,82.9,9722.5,86672.5,11.22,9.46,53.85,4.59,26.08,11.87,-0.68,2381.99829138019,20.3103788485902,
Croatia,2021-09-05,13.77,-8.04,29.3,1.45,34.03,,,,,,,,,,,,,,35,weekly,-60.0,886.9,154.1,9876.6,87559.4,11.28,17.38,-53.49,2.93,28.52,16.85,19.37,2419.75256617594,37.7542747957508,
Croatia,2021-09-12,23.08,10.37,37.22,7.53,42.21,,,,,,,,,,,,,,36,weekly,50.0,858.3,232.7,10109.3,88417.7,11.43,27.11,81.82,23.55,36.28,23.86,26.28,2476.76372610437,57.011159928431,
Croatia,2021-09-19,23.0,6.88,32.0,14.67,36.73,,,,,,,,,,,,,,37,weekly,92.31,871.1,234.9,10344.2,89288.8,11.59,26.97,163.16,20.0,31.18,32.35,21.79,2534.31388281769,57.5501567133152,
Croatia,2021-09-26,15.54,-2.54,33.52,5.0,28.05,,,,,,,,,,,,,,38,weekly,76.47,902.3,172.7,10516.9,90191.1,11.66,19.14,122.22,8.4,32.69,20.52,14.28,2576.6251304311,42.311247613408,
Croatia,2021-10-03,16.61,4.34,31.95,9.28,23.78,,,,,,,,,,,,,,39,weekly,-50.0,916.9,185.1,10702.0,91108.0,11.75,20.19,-39.39,16.26,31.17,25.58,11.0,2621.97435992294,45.3492294918461,
Croatia,2021-10-10,13.3,7.1,30.91,6.23,14.02,,,,,,,,,,,,,,40,weekly,47.06,933.1,155.9,10857.9,92041.1,11.8,16.71,85.19,20.2,30.09,21.23,3.02,2660.16963208814,38.1952721652015,
Croatia,2021-10-17,15.53,16.18,35.44,-4.49,27.07,,,,,,,,,,,,,,41,weekly,-24.24,945.7,179.3,11037.2,92986.8,11.87,18.96,-15.25,30.02,34.65,8.94,14.46,2704.09787005621,43.9282379680605,
Croatia,2021-10-24,28.36,13.84,37.87,25.61,33.83,,,,,,,,,,,,,,42,weekly,25.0,917.7,296.3,11333.5,93904.5,12.07,32.29,60.0,27.92,37.01,44.06,20.78,2776.69093703856,72.5930669823555,
Croatia,2021-10-31,37.51,18.06,51.94,24.55,56.91,,,,,,,,,,,,,,43,weekly,0.0,928.9,387.1,11720.6,94833.4,12.36,41.67,30.43,31.36,50.97,42.27,41.28,2871.52987132432,94.838934285757,
Croatia,2021-11-07,44.47,18.15,67.22,40.76,49.64,,,,,,,,,,,,,,44,weekly,38.89,934.7,456.3,12176.9,95768.1,12.71,48.82,72.41,32.24,66.21,60.89,34.9,2983.32270448007,111.79283315575,
Croatia,2021-11-14,54.37,45.57,77.23,35.27,69.57,,,,,,,,,,,,,,45,weekly,-20.0,947.5,558.5,12735.4,96715.6,13.17,58.94,-6.98,63.7,76.19,53.55,52.64,3120.15438827907,136.831683799006,
Croatia,2021-11-21,53.11,33.84,75.78,43.57,63.19,,,,,,,,,,,,,,46,weekly,-52.38,952.9,549.1,13284.5,97668.5,13.6,57.62,-42.86,49.24,74.71,63.6,47.48,3254.68308581539,134.528697536319,
Croatia,2021-11-28,67.33,36.43,113.27,49.67,81.79,,,,,,,,,,,,,,47,weekly,-58.34,928.1,671.9,13956.4,98596.6,14.16,72.4,-51.22,52.5,111.9,70.86,64.19,3419.29760388979,164.6145180744,
Croatia,2021-12-05,,,,,,,,,,,,,,,,,,,48,weekly,,946.7,,,99543.3,,,,,,,,,,
Croatia,2021-12-12,,,,,,,,,,,,,,,,,,,49,weekly,,983.5,,,100526.8,,,,,,,,,,
Croatia,2021-12-19,,,,,,,,,,,,,,,,,,,50,weekly,,1017.7,,,101544.5,,,,,,,,,,
Croatia,2021-12-26,,,,,,,,,,,,,,,,,,,51,weekly,,1020.1,,,102564.6,,,,,,,,,,
Croatia,2022-01-02,,,,,,,,,,,,,,,,,,,52,weekly,,1077.3,,,103641.9,,,,,,,,,,
Croatia,2022-01-09,,,,,,,,,,,,,,,,,,,1,weekly,,1172.6,,,104814.5,,,,,,,,,,
Croatia,2022-01-16,,,,,,,,,,,,,,,,,,,2,weekly,,1223.2,,,106037.7,,,,,,,,,,
Cuba,2020-01-31,6.45,,,,,9919.0,9318.2,8543.0,9045.0,9009.0,10745.0,9249.0,,,,,,,1,monthly,,9958.3,-39.3,-39.3,9958.3,-0.39,-0.39,,,,,,-3.47249895692493,-3.47249895692493,
Cuba,2020-02-29,7.81,,,,,9133.0,8471.0,8692.0,8574.0,7825.0,8762.0,8502.0,,,,,,,2,monthly,,9111.1,21.9,-17.4,19069.4,-0.09,0.24,,,,,,-1.53744228627211,1.93505667065282,
Cuba,2020-03-31,16.16,,,,,10022.0,8627.4,7986.0,8596.0,8362.0,9387.0,8806.0,,,,,,,3,monthly,,9267.5,754.5,737.1,28336.9,2.6,8.14,,,,,,65.1292361615615,66.6666784478336,
Cuba,2020-04-30,14.48,,,,,9330.0,8149.6,8019.0,7648.0,8164.0,8357.0,8560.0,,,,,,,4,monthly,,8789.7,540.3,1277.4,37126.6,3.44,6.15,,,,,,112.869469912873,47.7402337513115,
Cuba,2020-05-31,2.1,,,,,8542.0,8366.0,7953.0,7962.0,8321.0,8503.0,9091.0,,,,,,,5,monthly,,9006.1,-464.1,813.3,46132.7,1.76,-5.15,,,,,,71.8621730704083,-41.0072968424646,
Cuba,2020-06-30,2.07,,,,,8720.0,8542.8,7821.0,7790.0,8723.0,8874.0,9506.0,,,,,,,6,monthly,,9182.9,-462.9,350.4,55315.6,0.63,-5.04,,,,,,30.9609067304452,-40.9012663399631,
Cuba,2020-07-31,0.57,,,,,9290.0,9237.8,8631.0,8473.0,10302.0,9278.0,9505.0,,,,,,,7,monthly,,9877.9,-587.9,-237.5,65193.5,-0.36,-5.95,,,,,,-20.9852036200934,-51.9461103505386,
Cuba,2020-08-31,6.08,,,,,9404.0,8864.6,8312.0,8390.0,9748.0,8454.0,9419.0,,,,,,,8,monthly,,9504.7,-100.7,-338.2,74698.2,-0.45,-1.06,,,,,,-29.882929955013,-8.89772633491961,
Cuba,2020-09-30,0.43,,,,,8348.0,8312.0,7946.0,7985.0,8771.0,7849.0,9009.0,,,,,,,9,monthly,,8952.1,-604.1,-942.3,83650.3,-1.13,-6.75,,,,,,-83.2604520893222,-53.3775221343092,
Cuba,2020-10-31,5.11,,,,,9081.0,8639.2,8717.0,8220.0,8919.0,8281.0,9059.0,,,,,,,10,monthly,,9279.3,-198.3,-1140.6,92929.6,-1.23,-2.14,,,,,,-100.781992627699,-17.5215405383769,
Cuba,2020-11-30,9.63,,,,,9460.0,8629.0,8277.0,8644.0,8956.0,8369.0,8899.0,,,,,,,11,monthly,,9269.1,190.9,-949.7,102198.7,-0.93,2.06,,,,,,-83.9143068547483,16.8676857729509,
Cuba,2020-12-31,22.9,,,,,11190.0,9105.0,8794.0,8061.0,9849.0,9337.0,9484.0,,,,,,,12,monthly,,9745.1,1444.9,495.2,111943.8,0.44,14.83,,,,,,43.7552540322958,127.669560887044,
Cuba,2021-01-31,,,,,,,,,,,,,,,,,,,1,monthly,,10171.7,,,122115.5,,,,,,,,,,
Cuba,2021-02-28,,,,,,,,,,,,,,,,,,,2,monthly,,9324.5,,,131440.0,,,,,,,,,,
Cuba,2021-03-31,,,,,,,,,,,,,,,,,,,3,monthly,,9480.9,,,140920.9,,,,,,,,,,
Cuba,2021-04-30,,,,,,,,,,,,,,,,,,,4,monthly,,9003.1,,,149924.0,,,,,,,,,,
Cuba,2021-05-31,,,,,,,,,,,,,,,,,,,5,monthly,,9219.5,,,159143.5,,,,,,,,,,
Cuba,2021-06-30,,,,,,,,,,,,,,,,,,,6,monthly,,9396.3,,,168539.8,,,,,,,,,,
Cuba,2021-07-31,,,,,,,,,,,,,,,,,,,7,monthly,,10091.3,,,178631.1,,,,,,,,,,
Cuba,2021-08-31,,,,,,,,,,,,,,,,,,,8,monthly,,9718.1,,,188349.2,,,,,,,,,,
Cuba,2021-09-30,,,,,,,,,,,,,,,,,,,9,monthly,,9165.5,,,197514.7,,,,,,,,,,
Cuba,2021-10-31,,,,,,,,,,,,,,,,,,,10,monthly,,9492.7,,,207007.4,,,,,,,,,,
Cuba,2021-11-30,,,,,,,,,,,,,,,,,,,11,monthly,,9482.5,,,216489.9,,,,,,,,,,
Cuba,2021-12-31,,,,,,,,,,,,,,,,,,,12,monthly,,9958.5,,,226448.4,,,,,,,,,,
Cyprus,2020-01-05,37.61,,,,,180.0,130.8,126.0,113.0,155.0,127.0,133.0,,,,,,167.0,1,weekly,,136.9,43.1,43.1,136.9,31.48,31.48,,,,,,48.1024101428005,48.1024101428005,
Cyprus,2020-01-12,7.84,,,,,154.0,142.8,137.0,122.0,176.0,120.0,159.0,,,,,,126.0,2,weekly,,148.9,5.1,48.2,285.8,16.86,3.43,,,,,,53.7943426654985,5.69193252269798,
Cyprus,2020-01-19,15.89,,,,,159.0,137.2,155.0,122.0,151.0,103.0,155.0,,,,,,140.0,3,weekly,,143.3,15.7,63.9,429.1,14.89,10.96,,,,,,71.316566313804,17.5222236483055,
Cyprus,2020-01-26,6.31,,,,,155.0,145.8,154.0,125.0,161.0,131.0,158.0,,,,,,160.0,4,weekly,,151.9,3.1,67.0,581.0,11.53,2.04,,,,,,74.776368435444,3.45980212163995,
Cyprus,2020-02-02,11.72,,,,,164.0,146.8,145.0,136.0,160.0,139.0,154.0,,,,,,153.0,5,weekly,,152.9,11.1,78.1,733.9,10.64,7.26,,,,,,87.1646921613161,12.3883237258721,
Cyprus,2020-02-09,-6.73,,,,,147.0,157.6,157.0,132.0,175.0,164.0,160.0,,,,,,120.0,6,weekly,,163.7,-16.7,61.4,897.6,6.84,-10.2,,,,,,68.5264033124815,-18.6382888488345,
Cyprus,2020-02-16,-18.84,,,,,112.0,138.0,134.0,136.0,169.0,110.0,141.0,,,,,,138.0,7,weekly,,144.1,-32.1,29.3,1041.7,2.81,-22.28,,,,,,32.7007103755001,-35.8256929369814,
Cyprus,2020-02-23,9.66,,,,,143.0,130.4,129.0,92.0,143.0,151.0,137.0,,,,,,126.0,8,weekly,,136.5,6.5,35.8,1178.2,3.04,4.76,,,,,,39.9551341789387,7.2544238034386,
Cyprus,2020-03-01,3.83,,,,,141.0,135.8,143.0,116.0,139.0,141.0,140.0,,,,,,124.0,9,weekly,,141.9,-0.9,34.9,1320.1,2.64,-0.63,,,,,,38.9506754984626,-1.00445868047611,
Cyprus,2020-03-08,-5.6,,,,,118.0,125.0,141.0,89.0,136.0,129.0,130.0,,,,,,121.0,10,weekly,,131.1,-13.1,21.8,1451.2,1.5,-9.99,,,,,,24.3302213715325,-14.6204541269301,
Cyprus,2020-03-15,4.54,,,,,129.0,123.4,151.0,108.0,117.0,106.0,135.0,,,,,,135.0,11,weekly,,129.5,-0.5,21.3,1580.7,1.35,-0.39,,,,,,23.772188771268,-0.558032600264507,
Cyprus,2020-03-22,11.56,,,,,137.0,122.8,119.0,107.0,149.0,124.0,115.0,,,,,,127.0,12,weekly,,128.9,8.1,29.4,1709.6,1.72,6.28,,,,,,32.812316895553,9.04012812428502,
Cyprus,2020-03-29,22.12,,,,,138.0,113.0,108.0,118.0,105.0,109.0,125.0,,,,,,136.0,13,weekly,,119.1,18.9,48.3,1828.7,2.64,15.87,,,,,,53.9059491855514,21.0936322899984,
Cyprus,2020-04-05,11.02,,,,,133.0,119.8,112.0,123.0,125.0,124.0,115.0,,,,,,152.0,14,weekly,,125.9,7.1,55.4,1954.6,2.83,5.64,,,,,,61.8300121093074,7.92406292375601,
Cyprus,2020-04-12,-4.09,,,,,108.0,112.6,122.0,109.0,97.0,123.0,112.0,,,,,,161.0,15,weekly,,118.7,-10.7,44.7,2073.3,2.16,-9.01,,,,,,49.888114463647,-11.9418976456605,
Cyprus,2020-04-19,5.08,,,,,120.0,114.2,113.0,90.0,123.0,120.0,125.0,,,,,,145.0,16,weekly,,120.3,-0.3,44.4,2193.6,2.02,-0.25,,,,,,49.5532949034883,-0.334819560158704,
Cyprus,2020-04-26,-4.07,,,,,113.0,117.8,128.0,95.0,120.0,120.0,126.0,,,,,,143.0,17,weekly,,123.9,-10.9,33.5,2317.5,1.45,-8.8,,,,,,37.388184217722,-12.1651106857663,
Cyprus,2020-05-03,1.56,,,,,117.0,115.2,118.0,102.0,104.0,117.0,135.0,,,,,,155.0,18,weekly,,121.3,-4.3,29.2,2438.8,1.2,-3.54,,,,,,32.5891038554472,-4.79908036227476,
Cyprus,2020-05-10,4.85,,,,,108.0,103.0,106.0,99.0,110.0,99.0,101.0,,,,,,112.0,19,weekly,,109.1,-1.1,28.1,2547.9,1.1,-1.01,,,,,,31.3614321348653,-1.22767172058192,
Cyprus,2020-05-17,40.5,,,,,136.0,96.8,92.0,95.0,97.0,90.0,110.0,,,,,,94.0,20,weekly,,102.9,33.1,61.2,2650.8,2.31,32.17,,,,,,68.3031902723757,36.9417581375104,
Cyprus,2020-05-24,68.53,,,,,181.0,107.4,95.0,91.0,112.0,111.0,128.0,,,,,,121.0,21,weekly,,113.5,67.5,128.7,2764.3,4.66,59.47,,,,,,143.637591308084,75.3344010357085,
Cyprus,2020-05-31,2.36,,,,,104.0,101.6,86.0,80.0,109.0,95.0,138.0,,,,,,115.0,22,weekly,,107.7,-3.7,125.0,2872.0,4.35,-3.44,,,,,,139.508150066127,-4.12944124195736,
Cyprus,2020-06-07,28.45,,,,,121.0,94.2,93.0,86.0,110.0,90.0,92.0,,,,,,110.0,23,weekly,,100.3,20.7,145.7,2972.3,4.9,20.64,,,,,,162.610699717077,23.1025496509506,
Cyprus,2020-06-14,-1.77,,,,,89.0,90.6,103.0,79.0,85.0,85.0,101.0,,,,,,105.0,24,weekly,,96.7,-7.7,138.0,3069.0,4.5,-7.96,,,,,,154.016997673004,-8.59370204407341,
Cyprus,2020-06-21,-5.96,,,,,101.0,107.4,98.0,125.0,89.0,109.0,116.0,,,,,,109.0,25,weekly,,113.5,-12.5,125.5,3182.5,3.94,-11.01,,,,,,140.066182666391,-13.9508150066127,
Cyprus,2020-06-28,3.55,,,,,105.0,101.4,117.0,91.0,109.0,93.0,97.0,,,,,,136.0,26,weekly,,107.5,-2.5,123.0,3290.0,3.74,-2.33,,,,,,137.276019665069,-2.79016300132254,
Cyprus,2020-07-05,11.22,,,,,111.0,99.8,81.0,90.0,112.0,96.0,120.0,,,,,,129.0,27,weekly,,105.9,5.1,128.1,3395.9,3.77,4.82,,,,,,142.967952187767,5.69193252269798,
Cyprus,2020-07-12,-4.39,,,,,109.0,114.0,101.0,104.0,132.0,99.0,134.0,,,,,,138.0,28,weekly,,120.1,-11.1,117.0,3516.0,3.33,-9.24,,,,,,130.579628461895,-12.3883237258721,
Cyprus,2020-07-19,6.28,,,,,105.0,98.8,112.0,88.0,94.0,106.0,94.0,,,,,,143.0,29,weekly,,104.9,0.1,117.1,3620.9,3.23,0.1,,,,,,130.691234981948,0.111606520052901,
Cyprus,2020-07-26,14.69,,,,,114.0,99.4,116.0,96.0,101.0,109.0,75.0,,,,,,152.0,30,weekly,,105.5,8.5,125.6,3726.4,3.37,8.06,,,,,,140.177789186444,9.48655420449663,
Cyprus,2020-08-02,9.92,,,,,113.0,102.8,111.0,100.0,93.0,106.0,104.0,,,,,,171.0,31,weekly,,108.9,4.1,129.7,3835.3,3.38,3.76,,,,,,144.753656508613,4.57586732216896,
Cyprus,2020-08-09,-17.76,,,,,88.0,107.0,109.0,102.0,105.0,95.0,124.0,,,,,,163.0,32,weekly,,113.1,-25.1,104.6,3948.4,2.65,-22.19,,,,,,116.740419975335,-28.0132365332783,
Cyprus,2020-08-16,8.7,,,,,100.0,92.0,93.0,94.0,84.0,99.0,90.0,,,,,,130.0,33,weekly,,98.1,1.9,106.5,4046.5,2.63,1.94,,,,,,118.86094385634,2.12052388100513,
Cyprus,2020-08-23,7.36,,,,,108.0,100.6,105.0,85.0,90.0,109.0,114.0,,,,,,151.0,34,weekly,,106.7,1.3,107.8,4153.2,2.6,1.22,,,,,,120.311828617028,1.45088476068772,
Cyprus,2020-08-30,1.68,,,,,109.0,107.2,92.0,109.0,96.0,121.0,118.0,,,,,,137.0,35,weekly,,113.3,-4.3,103.5,4266.5,2.43,-3.8,,,,,,115.512748254753,-4.79908036227476,
Cyprus,2020-09-06,-5.15,,,,,92.0,97.0,121.0,90.0,81.0,85.0,108.0,,,,,,126.0,36,weekly,,103.1,-11.1,92.4,4369.6,2.11,-10.77,,,,,,103.124424528881,-12.3883237258721,
Cyprus,2020-09-13,16.92,,,,,123.0,105.2,100.0,101.0,106.0,107.0,112.0,,,,,,132.0,37,weekly,,111.3,11.7,104.1,4480.9,2.32,10.51,,,,,,116.18238737507,13.0579628461895,
Cyprus,2020-09-20,4.17,,,,,100.0,96.0,102.0,108.0,74.0,108.0,88.0,,,,,,120.0,38,weekly,,102.1,-2.1,102.0,4583.0,2.23,-2.06,,,,,,113.83865045396,-2.34373692111093,
Cyprus,2020-09-27,2.25,,,,,100.0,97.8,97.0,81.0,113.0,98.0,100.0,,,,,,122.0,39,weekly,,103.9,-3.9,98.1,4686.9,2.09,-3.75,,,,,,109.485996171896,-4.35265428206316,
Cyprus,2020-10-04,12.47,,,,,110.0,97.8,84.0,91.0,96.0,105.0,113.0,,,,,,111.0,40,weekly,,103.9,6.1,104.2,4790.8,2.18,5.87,,,,,,116.293993895123,6.80799772322699,
Cyprus,2020-10-11,6.21,,,,,106.0,99.8,73.0,96.0,111.0,101.0,118.0,,,,,,125.0,41,weekly,,105.9,0.1,104.3,4896.7,2.13,0.09,,,,,,116.405600415176,0.111606520052901,
Cyprus,2020-10-18,8.87,,,,,108.0,99.2,95.0,88.0,104.0,105.0,104.0,,,,,,121.0,42,weekly,,105.3,2.7,107.0,5002.0,2.14,2.56,,,,,,119.418976456605,3.01337604142834,
Cyprus,2020-10-25,12.94,,,,,110.0,97.4,99.0,98.0,98.0,92.0,100.0,,,,,,113.0,43,weekly,,103.5,6.5,113.5,5105.5,2.22,6.28,,,,,,126.673400260043,7.2544238034386,
Cyprus,2020-11-01,1.5,,,,,108.0,106.4,103.0,110.0,100.0,113.0,106.0,,,,,,96.0,44,weekly,,112.5,-4.5,109.0,5218.0,2.09,-4.0,,,,,,121.651106857663,-5.02229340238057,
Cyprus,2020-11-08,10.78,,,,,111.0,100.2,88.0,110.0,94.0,114.0,95.0,,,,,,127.0,45,weekly,,106.3,4.7,113.7,5324.3,2.14,4.42,,,,,,126.896613300149,5.24550644248637,
Cyprus,2020-11-15,8.01,,,,,124.0,114.8,111.0,108.0,119.0,118.0,118.0,,,,,,,46,weekly,,120.9,3.1,116.8,5445.2,2.15,2.56,,,,,,130.356415421789,3.45980212163995,
Cyprus,2020-11-22,0.39,,,,,104.0,103.6,106.0,112.0,101.0,98.0,101.0,,,,,,,47,weekly,,109.7,-5.7,111.1,5554.9,2.0,-5.2,,,,,,123.994843778774,-6.36157164301538,
Cyprus,2020-11-29,9.59,,,,,128.0,116.8,123.0,107.0,101.0,120.0,133.0,,,,,,,48,weekly,,122.9,5.1,116.2,5677.8,2.05,4.15,,,,,,129.686776301472,5.69193252269798,
Cyprus,2020-12-06,12.07,,,,,130.0,116.0,109.0,111.0,135.0,106.0,119.0,,,,,,,49,weekly,,122.1,7.9,124.1,5799.9,2.14,6.47,,,,,,138.503691385651,8.81691508417922,
Cyprus,2020-12-13,24.78,,,,,142.0,113.8,113.0,107.0,111.0,117.0,121.0,,,,,,,50,weekly,,119.9,22.1,146.2,5919.8,2.47,18.43,,,,,,163.168732317342,24.6650409316912,
Cyprus,2020-12-20,5.5,,,,,138.0,130.8,124.0,130.0,119.0,126.0,155.0,,,,,,,51,weekly,,136.9,1.1,147.3,6056.7,2.43,0.8,,,,,,164.396404037924,1.22767172058192,
Cyprus,2020-12-27,1.96,,,,,125.0,122.6,118.0,151.0,113.0,115.0,116.0,,,,,,,52,weekly,,128.7,-3.7,143.6,6185.4,2.32,-2.87,,,,,,160.266962795967,-4.12944124195736,
Cyprus,2021-01-03,2.77,,,,,126.0,122.6,,,,,,,,,,,,53,weekly,,128.7,-2.7,140.9,6314.1,2.23,-2.1,,,,,,157.253586754538,-3.01337604142834,
Cyprus,2021-01-10,27.68,,,,,,,,,,,,,,,,,,1,weekly,,138.9,28.1,169.0,6453.0,2.62,20.23,,,,,,188.615018889404,31.3614321348653,
Cyprus,2021-01-17,-11.76,,,,,,,,,,,,,,,,,,2,weekly,,150.9,-24.9,144.1,6603.9,2.18,-16.5,,,,,,160.824995396231,-27.7900234931725,
Cyprus,2021-01-24,2.04,,,,,,,,,,,,,,,,,,3,weekly,,145.3,-5.3,138.8,6749.2,2.06,-3.65,,,,,,154.909849833427,-5.91514556280378,
Cyprus,2021-01-31,9.74,,,,,,,,,,,,,,,,,,4,weekly,,153.9,6.1,144.9,6903.1,2.1,3.96,,,,,,161.717847556654,6.80799772322699,
Cyprus,2021-02-07,4.22,,,,,,,,,,,,,,,,,,5,weekly,,154.9,-1.9,143.0,7058.0,2.03,-1.23,,,,,,159.597323675649,-2.12052388100513,
Cyprus,2021-02-14,-23.86,,,,,,,,,,,,,,,,,,6,weekly,,165.7,-45.7,97.3,7223.7,1.35,-27.58,,,,,,108.593144011473,-51.004179664176,
Cyprus,2021-02-21,0.0,,,,,,,,,,,,,,,,,,7,weekly,,146.1,-8.1,89.2,7369.8,1.21,-5.54,,,,,,99.5530158871881,-9.04012812428502,
Cyprus,2021-02-28,-3.37,,,,,,,,,,,,,,,,,,8,weekly,,138.5,-12.5,76.7,7508.3,1.02,-9.03,,,,,,85.6022008805754,-13.9508150066127,
Cyprus,2021-03-07,-8.69,,,,,,,,,,,,,,,,,,9,weekly,,143.9,-19.9,56.8,7652.2,0.74,-13.83,,,,,,63.392503390048,-22.2096974905274,
Cyprus,2021-03-14,-3.2,,,,,,,,,,,,,,,,,,10,weekly,,133.1,-12.1,44.7,7785.3,0.57,-9.09,,,,,,49.888114463647,-13.5043889264011,
Cyprus,2021-03-21,9.4,,,,,,,,,,,,,,,,,,11,weekly,,131.5,3.5,48.2,7916.8,0.61,2.66,,,,,,53.7943426654985,3.90622820185155,
Cyprus,2021-03-28,3.42,,,,,,,,,,,,,,,,,,12,weekly,,130.9,-3.9,44.3,8047.7,0.55,-2.98,,,,,,49.4416883834354,-4.35265428206316,
Cyprus,2021-04-04,20.35,,,,,,,,,,,,,,,,,,13,weekly,,121.1,14.9,59.2,8168.8,0.72,12.3,,,,,,66.0710598713177,16.6293714878823,
Cyprus,2021-04-11,26.88,,,,,,,,,,,,,,,,,,14,weekly,,127.9,24.1,83.3,8296.7,1.0,18.84,,,,,,92.9682312040669,26.8971713327493,
Cyprus,2021-04-18,42.98,,,,,,,,,,,,,,,,,,15,weekly,,120.7,40.3,123.6,8417.4,1.47,33.39,,,,,,137.945658785386,44.9774275813193,
Cyprus,2021-04-25,26.97,,,,,,,,,,,,,,,,,,16,weekly,,122.3,22.7,146.3,8539.7,1.71,18.56,,,,,,163.280338837395,25.3346800520086,
Cyprus,2021-05-02,21.39,,,,,,,,,,,,,,,,,,17,weekly,,125.9,17.1,163.4,8665.6,1.89,13.58,,,,,,182.365053766441,19.0847149290462,
Cyprus,2021-05-09,34.55,,,,,,,,,,,,,,,,,,18,weekly,,123.3,31.7,195.1,8788.9,2.22,25.71,,,,,,217.744320623211,35.3792668567698,
Cyprus,2021-05-16,8.74,,,,,,,,,,,,,,,,,,19,weekly,,111.1,0.9,196.0,8900.0,2.2,0.81,,,,,,218.748779303687,1.00445868047611,
Cyprus,2021-05-23,-2.89,,,,,,,,,,,,,,,,,,20,weekly,,104.9,-10.9,185.1,9004.9,2.06,-10.39,,,,,,206.583668617921,-12.1651106857663,
Cyprus,2021-05-30,12.66,,,,,,,,,,,,,,,,,,21,weekly,,115.5,5.5,190.6,9120.4,2.09,4.76,,,,,,212.72202722083,6.13835860290958,
Cyprus,2021-06-06,13.19,,,,,,,,,,,,,,,,,,22,weekly,,109.7,5.3,195.9,9230.1,2.12,4.83,,,,,,218.637172783634,5.91514556280378,
Cyprus,2021-06-13,16.77,,,,,,,,,,,,,,,,,,23,weekly,,102.3,7.7,203.6,9332.4,2.18,7.53,,,,,,227.230874827707,8.59370204407341,
