date,vaccine,total_vaccinations,location
2021-02-20,Oxford/AstraZeneca,9707,Czechia
2021-02-20,Moderna,32779,Czechia
2021-02-21,Moderna,32881,Czechia
2021-02-21,Oxford/AstraZeneca,9973,Czechia
2021-02-21,Pfizer/BioNTech,519645,Czechia
2021-02-22,Moderna,33883,Czechia
2021-02-22,Oxford/AstraZeneca,11585,Czechia
2021-02-22,Pfizer/BioNTech,533178,Czechia
2021-02-23,Pfizer/BioNTech,549566,Czechia
2021-02-23,Oxford/AstraZeneca,14328,Czechia
2021-02-23,Moderna,34673,Czechia
2021-02-24,Moderna,36015,Czechia
2021-02-24,Oxford/AstraZeneca,17268,Czechia
2021-02-24,Pfizer/BioNTech,565189,Czechia
2021-02-25,Moderna,37200,Czechia
2021-02-25,Oxford/AstraZeneca,21627,Czechia
2021-02-25,Pfizer/BioNTech,583160,Czechia
2021-02-26,Pfizer/BioNTech,600471,Czechia
2021-02-26,Oxford/AstraZeneca,24979,Czechia
2021-02-26,Moderna,38050,Czechia
2021-02-27,Moderna,38224,Czechia
2021-02-27,Oxford/AstraZeneca,25603,Czechia
2021-02-27,Pfizer/BioNTech,603238,Czechia
2021-02-28,Moderna,38418,Czechia
2021-02-28,Oxford/AstraZeneca,26076,Czechia
2021-02-28,Pfizer/BioNTech,605467,Czechia
2021-03-01,Moderna,40027,Czechia
2021-03-01,Oxford/AstraZeneca,30141,Czechia
2021-03-01,Pfizer/BioNTech,622826,Czechia
2021-03-02,Pfizer/BioNTech,642296,Czechia
2021-03-02,Moderna,41910,Czechia
2021-03-02,Oxford/AstraZeneca,39549,Czechia
2021-03-03,Oxford/AstraZeneca,49340,Czechia
2021-03-03,Pfizer/BioNTech,664162,Czechia
2021-03-03,Moderna,45643,Czechia
2021-03-04,Oxford/AstraZeneca,58735,Czechia
2021-03-04,Pfizer/BioNTech,687920,Czechia
2021-03-04,Moderna,50444,Czechia
2021-03-05,Oxford/AstraZeneca,67141,Czechia
2021-03-05,Pfizer/BioNTech,710097,Czechia
2021-03-05,Johnson&Johnson,1,Czechia
2021-03-05,Moderna,54094,Czechia
2021-03-06,Johnson&Johnson,6,Czechia
2021-03-06,Moderna,55501,Czechia
2021-03-06,Oxford/AstraZeneca,71650,Czechia
2021-03-06,Pfizer/BioNTech,717175,Czechia
2021-03-07,Johnson&Johnson,8,Czechia
2021-03-07,Moderna,56900,Czechia
2021-03-07,Oxford/AstraZeneca,75823,Czechia
2021-03-07,Pfizer/BioNTech,723974,Czechia
2021-03-08,Pfizer/BioNTech,747514,Czechia
2021-03-08,Oxford/AstraZeneca,83757,Czechia
2021-03-08,Johnson&Johnson,11,Czechia
2021-03-08,Moderna,60009,Czechia
2021-03-09,Pfizer/BioNTech,773633,Czechia
2021-03-09,Johnson&Johnson,12,Czechia
2021-03-09,Moderna,65361,Czechia
2021-03-09,Oxford/AstraZeneca,95017,Czechia
2021-03-10,Pfizer/BioNTech,805874,Czechia
2021-03-10,Oxford/AstraZeneca,105982,Czechia
2021-03-10,Moderna,70419,Czechia
2021-03-11,Johnson&Johnson,13,Czechia
2021-03-11,Moderna,74727,Czechia
2021-03-11,Oxford/AstraZeneca,117813,Czechia
2021-03-11,Pfizer/BioNTech,842922,Czechia
2021-03-12,Oxford/AstraZeneca,130108,Czechia
2021-03-12,Pfizer/BioNTech,872416,Czechia
2021-03-12,Johnson&Johnson,14,Czechia
2021-03-12,Moderna,80193,Czechia
2021-03-13,Johnson&Johnson,15,Czechia
2021-03-13,Moderna,81510,Czechia
2021-03-13,Oxford/AstraZeneca,133120,Czechia
2021-03-13,Pfizer/BioNTech,886470,Czechia
2021-03-14,Pfizer/BioNTech,897669,Czechia
2021-03-14,Johnson&Johnson,16,Czechia
2021-03-14,Moderna,82651,Czechia
2021-03-14,Oxford/AstraZeneca,134042,Czechia
2021-03-15,Oxford/AstraZeneca,142100,Czechia
2021-03-15,Pfizer/BioNTech,919930,Czechia
2021-03-15,Moderna,89486,Czechia
2021-03-16,Johnson&Johnson,18,Czechia
2021-03-16,Moderna,98735,Czechia
2021-03-16,Oxford/AstraZeneca,150855,Czechia
2021-03-16,Pfizer/BioNTech,951341,Czechia
2021-03-17,Moderna,106497,Czechia
2021-03-17,Oxford/AstraZeneca,159863,Czechia
2021-03-17,Pfizer/BioNTech,982535,Czechia
2021-03-18,Pfizer/BioNTech,1016348,Czechia
2021-03-18,Oxford/AstraZeneca,169237,Czechia
2021-03-18,Johnson&Johnson,23,Czechia
2021-03-18,Moderna,113690,Czechia
2021-03-19,Moderna,119797,Czechia
2021-03-19,Oxford/AstraZeneca,178071,Czechia
2021-03-19,Pfizer/BioNTech,1049494,Czechia
2021-03-20,Johnson&Johnson,28,Czechia
2021-03-20,Moderna,120949,Czechia
2021-03-20,Oxford/AstraZeneca,180524,Czechia
2021-03-20,Pfizer/BioNTech,1063040,Czechia
2021-03-21,Pfizer/BioNTech,1071201,Czechia
2021-03-21,Oxford/AstraZeneca,181008,Czechia
2021-03-21,Johnson&Johnson,30,Czechia
2021-03-21,Moderna,121276,Czechia
2021-03-22,Johnson&Johnson,32,Czechia
2021-03-22,Moderna,125625,Czechia
2021-03-22,Oxford/AstraZeneca,187899,Czechia
2021-03-22,Pfizer/BioNTech,1097015,Czechia
2021-03-23,Pfizer/BioNTech,1125477,Czechia
2021-03-23,Johnson&Johnson,35,Czechia
2021-03-23,Moderna,129494,Czechia
2021-03-23,Oxford/AstraZeneca,195549,Czechia
2021-03-24,Johnson&Johnson,37,Czechia
2021-03-24,Moderna,133659,Czechia
2021-03-24,Oxford/AstraZeneca,203340,Czechia
2021-03-24,Pfizer/BioNTech,1156104,Czechia
2021-03-25,Moderna,137723,Czechia
2021-03-25,Oxford/AstraZeneca,210868,Czechia
2021-03-25,Pfizer/BioNTech,1188687,Czechia
2021-03-26,Pfizer/BioNTech,1222665,Czechia
2021-03-26,Oxford/AstraZeneca,216620,Czechia
2021-03-26,Moderna,140297,Czechia
2021-03-26,Johnson&Johnson,38,Czechia
2021-03-27,Johnson&Johnson,40,Czechia
2021-03-27,Moderna,141547,Czechia
2021-03-27,Oxford/AstraZeneca,217511,Czechia
2021-03-27,Pfizer/BioNTech,1233797,Czechia
2021-03-28,Moderna,143092,Czechia
2021-03-28,Oxford/AstraZeneca,217641,Czechia
2021-03-28,Pfizer/BioNTech,1241799,Czechia
2021-03-29,Pfizer/BioNTech,1271860,Czechia
2021-03-29,Oxford/AstraZeneca,221418,Czechia
2021-03-29,Johnson&Johnson,44,Czechia
2021-03-29,Moderna,149101,Czechia
2021-03-30,Pfizer/BioNTech,1304450,Czechia
2021-03-30,Johnson&Johnson,47,Czechia
2021-03-30,Moderna,157980,Czechia
2021-03-30,Oxford/AstraZeneca,226807,Czechia
2021-03-31,Pfizer/BioNTech,1338563,Czechia
2021-03-31,Oxford/AstraZeneca,231800,Czechia
2021-03-31,Johnson&Johnson,54,Czechia
2021-03-31,Moderna,169022,Czechia
2021-04-01,Johnson&Johnson,62,Czechia
2021-04-01,Moderna,179771,Czechia
2021-04-01,Oxford/AstraZeneca,236390,Czechia
2021-04-01,Pfizer/BioNTech,1380877,Czechia
2021-04-02,Pfizer/BioNTech,1397419,Czechia
2021-04-02,Oxford/AstraZeneca,236971,Czechia
2021-04-02,Johnson&Johnson,74,Czechia
2021-04-02,Moderna,182330,Czechia
2021-04-03,Johnson&Johnson,76,Czechia
2021-04-03,Moderna,184036,Czechia
2021-04-03,Oxford/AstraZeneca,237189,Czechia
2021-04-03,Pfizer/BioNTech,1410030,Czechia
2021-04-04,Oxford/AstraZeneca,237200,Czechia
2021-04-04,Johnson&Johnson,78,Czechia
2021-04-04,Moderna,185349,Czechia
2021-04-04,Pfizer/BioNTech,1420128,Czechia
2021-04-05,Pfizer/BioNTech,1428209,Czechia
2021-04-05,Oxford/AstraZeneca,237277,Czechia
2021-04-05,Moderna,186762,Czechia
2021-04-05,Johnson&Johnson,85,Czechia
2021-04-06,Johnson&Johnson,96,Czechia
2021-04-06,Moderna,195257,Czechia
2021-04-06,Oxford/AstraZeneca,240279,Czechia
2021-04-06,Pfizer/BioNTech,1462079,Czechia
2021-04-07,Johnson&Johnson,105,Czechia
2021-04-07,Moderna,203684,Czechia
2021-04-07,Oxford/AstraZeneca,248412,Czechia
2021-04-07,Pfizer/BioNTech,1491148,Czechia
2021-04-08,Pfizer/BioNTech,1543124,Czechia
2021-04-08,Oxford/AstraZeneca,259870,Czechia
2021-04-08,Johnson&Johnson,120,Czechia
2021-04-08,Moderna,209956,Czechia
2021-04-09,Johnson&Johnson,129,Czechia
2021-04-09,Moderna,217575,Czechia
2021-04-09,Oxford/AstraZeneca,271293,Czechia
2021-04-09,Pfizer/BioNTech,1593772,Czechia
2021-04-10,Pfizer/BioNTech,1619442,Czechia
2021-04-10,Oxford/AstraZeneca,274793,Czechia
2021-04-10,Johnson&Johnson,148,Czechia
2021-04-10,Moderna,219150,Czechia
2021-04-11,Johnson&Johnson,156,Czechia
2021-04-11,Moderna,220298,Czechia
2021-04-11,Oxford/AstraZeneca,275303,Czechia
2021-04-11,Pfizer/BioNTech,1637585,Czechia
2021-04-12,Johnson&Johnson,166,Czechia
2021-04-12,Moderna,228937,Czechia
2021-04-12,Oxford/AstraZeneca,284256,Czechia
2021-04-12,Pfizer/BioNTech,1683368,Czechia
2021-04-13,Moderna,239558,Czechia
2021-04-13,Oxford/AstraZeneca,293780,Czechia
2021-04-13,Pfizer/BioNTech,1725503,Czechia
2021-04-14,Pfizer/BioNTech,1771112,Czechia
2021-04-14,Moderna,250023,Czechia
2021-04-14,Oxford/AstraZeneca,303876,Czechia
2021-04-15,Oxford/AstraZeneca,313000,Czechia
2021-04-15,Pfizer/BioNTech,1825958,Czechia
2021-04-15,Moderna,259583,Czechia
2021-04-16,Pfizer/BioNTech,1879427,Czechia
2021-04-16,Moderna,269660,Czechia
2021-04-16,Oxford/AstraZeneca,319747,Czechia
2021-04-17,Moderna,272048,Czechia
2021-04-17,Oxford/AstraZeneca,320368,Czechia
2021-04-17,Pfizer/BioNTech,1902129,Czechia
2021-04-18,Moderna,272952,Czechia
2021-04-18,Oxford/AstraZeneca,320520,Czechia
2021-04-18,Pfizer/BioNTech,1919040,Czechia
2021-04-19,Oxford/AstraZeneca,326134,Czechia
2021-04-19,Pfizer/BioNTech,1965888,Czechia
2021-04-19,Moderna,279889,Czechia
2021-04-20,Johnson&Johnson,167,Czechia
2021-04-20,Moderna,286785,Czechia
2021-04-20,Oxford/AstraZeneca,332919,Czechia
2021-04-20,Pfizer/BioNTech,2010610,Czechia
2021-04-21,Moderna,292238,Czechia
2021-04-21,Oxford/AstraZeneca,340411,Czechia
2021-04-21,Pfizer/BioNTech,2059737,Czechia
2021-04-22,Pfizer/BioNTech,2117468,Czechia
2021-04-22,Oxford/AstraZeneca,348556,Czechia
2021-04-22,Moderna,298167,Czechia
2021-04-22,Johnson&Johnson,196,Czechia
2021-04-23,Johnson&Johnson,417,Czechia
2021-04-23,Moderna,302072,Czechia
2021-04-23,Oxford/AstraZeneca,354775,Czechia
2021-04-23,Pfizer/BioNTech,2168915,Czechia
2021-04-24,Oxford/AstraZeneca,355460,Czechia
2021-04-24,Pfizer/BioNTech,2190438,Czechia
2021-04-24,Johnson&Johnson,430,Czechia
2021-04-24,Moderna,302909,Czechia
2021-04-25,Johnson&Johnson,446,Czechia
2021-04-25,Moderna,304375,Czechia
2021-04-25,Oxford/AstraZeneca,355649,Czechia
2021-04-25,Pfizer/BioNTech,2207439,Czechia
2021-04-26,Pfizer/BioNTech,2253516,Czechia
2021-04-26,Johnson&Johnson,981,Czechia
2021-04-26,Moderna,308711,Czechia
2021-04-26,Oxford/AstraZeneca,361292,Czechia
2021-04-27,Pfizer/BioNTech,2299785,Czechia
2021-04-27,Oxford/AstraZeneca,368004,Czechia
2021-04-27,Moderna,315051,Czechia
2021-04-27,Johnson&Johnson,1911,Czechia
2021-04-28,Johnson&Johnson,3360,Czechia
2021-04-28,Moderna,323493,Czechia
2021-04-28,Oxford/AstraZeneca,374715,Czechia
2021-04-28,Pfizer/BioNTech,2354473,Czechia
2021-04-29,Oxford/AstraZeneca,381270,Czechia
2021-04-29,Pfizer/BioNTech,2418267,Czechia
2021-04-29,Johnson&Johnson,4965,Czechia
2021-04-29,Moderna,331368,Czechia
2021-04-30,Johnson&Johnson,6427,Czechia
2021-04-30,Moderna,335187,Czechia
2021-04-30,Oxford/AstraZeneca,385179,Czechia
2021-04-30,Pfizer/BioNTech,2479816,Czechia
2021-05-01,Johnson&Johnson,6532,Czechia
2021-05-01,Moderna,336395,Czechia
2021-05-01,Oxford/AstraZeneca,385415,Czechia
2021-05-01,Pfizer/BioNTech,2500937,Czechia
2021-05-02,Pfizer/BioNTech,2521435,Czechia
2021-05-02,Moderna,336894,Czechia
2021-05-02,Johnson&Johnson,6563,Czechia
2021-05-02,Oxford/AstraZeneca,385537,Czechia
2021-05-03,Johnson&Johnson,7685,Czechia
2021-05-03,Moderna,339911,Czechia
2021-05-03,Oxford/AstraZeneca,388760,Czechia
2021-05-03,Pfizer/BioNTech,2585242,Czechia
2021-05-04,Pfizer/BioNTech,2645490,Czechia
2021-05-04,Johnson&Johnson,9242,Czechia
2021-05-04,Moderna,347043,Czechia
2021-05-04,Oxford/AstraZeneca,393087,Czechia
2021-05-05,Johnson&Johnson,11213,Czechia
2021-05-05,Moderna,352721,Czechia
2021-05-05,Oxford/AstraZeneca,399338,Czechia
2021-05-05,Pfizer/BioNTech,2712172,Czechia
2021-05-06,Moderna,358151,Czechia
2021-05-06,Oxford/AstraZeneca,406727,Czechia
2021-05-06,Johnson&Johnson,13183,Czechia
2021-05-06,Pfizer/BioNTech,2786509,Czechia
2021-05-07,Pfizer/BioNTech,2859329,Czechia
2021-05-07,Oxford/AstraZeneca,412519,Czechia
2021-05-07,Johnson&Johnson,15072,Czechia
2021-05-07,Moderna,363053,Czechia
2021-05-08,Johnson&Johnson,15222,Czechia
2021-05-08,Moderna,364159,Czechia
2021-05-08,Oxford/AstraZeneca,412804,Czechia
2021-05-08,Pfizer/BioNTech,2888831,Czechia
2021-05-09,Johnson&Johnson,15232,Czechia
2021-05-09,Moderna,365230,Czechia
2021-05-09,Oxford/AstraZeneca,413217,Czechia
2021-05-09,Pfizer/BioNTech,2912719,Czechia
2021-05-10,Pfizer/BioNTech,2977641,Czechia
2021-05-10,Oxford/AstraZeneca,419220,Czechia
2021-05-10,Johnson&Johnson,16918,Czechia
2021-05-10,Moderna,370895,Czechia
2021-05-11,Johnson&Johnson,18735,Czechia
2021-05-11,Moderna,377223,Czechia
2021-05-11,Oxford/AstraZeneca,426824,Czechia
2021-05-11,Pfizer/BioNTech,3044958,Czechia
2021-05-12,Pfizer/BioNTech,3114883,Czechia
2021-05-12,Oxford/AstraZeneca,434264,Czechia
2021-05-12,Johnson&Johnson,20327,Czechia
2021-05-12,Moderna,385618,Czechia
2021-05-13,Johnson&Johnson,21839,Czechia
2021-05-13,Moderna,393041,Czechia
2021-05-13,Oxford/AstraZeneca,441268,Czechia
2021-05-13,Pfizer/BioNTech,3190592,Czechia
2021-05-14,Johnson&Johnson,22949,Czechia
2021-05-14,Moderna,398543,Czechia
2021-05-14,Oxford/AstraZeneca,447156,Czechia
2021-05-14,Pfizer/BioNTech,3264188,Czechia
2021-05-15,Johnson&Johnson,23021,Czechia
2021-05-15,Moderna,399283,Czechia
2021-05-15,Oxford/AstraZeneca,449119,Czechia
2021-05-15,Pfizer/BioNTech,3295457,Czechia
2021-05-16,Pfizer/BioNTech,3320945,Czechia
2021-05-16,Oxford/AstraZeneca,449919,Czechia
2021-05-16,Moderna,399989,Czechia
2021-05-16,Johnson&Johnson,23032,Czechia
2021-05-17,Pfizer/BioNTech,3388761,Czechia
2021-05-17,Oxford/AstraZeneca,454560,Czechia
2021-05-17,Johnson&Johnson,23914,Czechia
2021-05-17,Moderna,404983,Czechia
2021-05-18,Johnson&Johnson,24917,Czechia
2021-05-18,Moderna,412845,Czechia
2021-05-18,Oxford/AstraZeneca,460605,Czechia
2021-05-18,Pfizer/BioNTech,3457821,Czechia
2021-05-19,Johnson&Johnson,26147,Czechia
2021-05-19,Moderna,423232,Czechia
2021-05-19,Oxford/AstraZeneca,467157,Czechia
2021-05-19,Pfizer/BioNTech,3530993,Czechia
2021-05-20,Pfizer/BioNTech,3612797,Czechia
2021-05-20,Johnson&Johnson,27772,Czechia
2021-05-20,Moderna,433832,Czechia
2021-05-20,Oxford/AstraZeneca,473936,Czechia
2021-05-21,Pfizer/BioNTech,3692638,Czechia
2021-05-21,Oxford/AstraZeneca,479746,Czechia
2021-05-21,Moderna,441821,Czechia
2021-05-21,Johnson&Johnson,29197,Czechia
2021-05-22,Johnson&Johnson,29376,Czechia
2021-05-22,Moderna,443685,Czechia
2021-05-22,Oxford/AstraZeneca,481631,Czechia
2021-05-22,Pfizer/BioNTech,3732063,Czechia
2021-05-23,Pfizer/BioNTech,3761031,Czechia
2021-05-23,Johnson&Johnson,29386,Czechia
2021-05-23,Moderna,444601,Czechia
2021-05-23,Oxford/AstraZeneca,483102,Czechia
2021-05-24,Oxford/AstraZeneca,489482,Czechia
2021-05-24,Pfizer/BioNTech,3824182,Czechia
2021-05-24,Johnson&Johnson,30663,Czechia
2021-05-24,Moderna,453278,Czechia
2021-05-25,Oxford/AstraZeneca,500675,Czechia
2021-05-25,Pfizer/BioNTech,3888235,Czechia
2021-05-25,Johnson&Johnson,32427,Czechia
2021-05-25,Moderna,462087,Czechia
2021-05-26,Pfizer/BioNTech,3968718,Czechia
2021-05-26,Oxford/AstraZeneca,511662,Czechia
2021-05-26,Moderna,472054,Czechia
2021-05-26,Johnson&Johnson,34323,Czechia
2021-05-27,Johnson&Johnson,36428,Czechia
2021-05-27,Moderna,482147,Czechia
2021-05-27,Oxford/AstraZeneca,521254,Czechia
2021-05-27,Pfizer/BioNTech,4053501,Czechia
2021-05-28,Oxford/AstraZeneca,530576,Czechia
2021-05-28,Pfizer/BioNTech,4138284,Czechia
2021-05-28,Johnson&Johnson,38530,Czechia
2021-05-28,Moderna,492069,Czechia
2021-05-29,Johnson&Johnson,38674,Czechia
2021-05-29,Moderna,494686,Czechia
2021-05-29,Oxford/AstraZeneca,533044,Czechia
2021-05-29,Pfizer/BioNTech,4179170,Czechia
2021-05-30,Pfizer/BioNTech,4212330,Czechia
2021-05-30,Johnson&Johnson,38684,Czechia
2021-05-30,Moderna,495684,Czechia
2021-05-30,Oxford/AstraZeneca,535646,Czechia
2021-05-31,Pfizer/BioNTech,4295189,Czechia
2021-05-31,Oxford/AstraZeneca,543998,Czechia
2021-05-31,Johnson&Johnson,40537,Czechia
2021-05-31,Moderna,504015,Czechia
2021-06-01,Johnson&Johnson,42814,Czechia
2021-06-01,Moderna,514442,Czechia
2021-06-01,Oxford/AstraZeneca,555796,Czechia
2021-06-01,Pfizer/BioNTech,4376233,Czechia
2021-06-02,Pfizer/BioNTech,4467233,Czechia
2021-06-02,Oxford/AstraZeneca,567363,Czechia
2021-06-02,Johnson&Johnson,45271,Czechia
2021-06-02,Moderna,523787,Czechia
2021-06-03,Johnson&Johnson,48066,Czechia
2021-06-03,Moderna,533377,Czechia
2021-06-03,Oxford/AstraZeneca,579311,Czechia
2021-06-03,Pfizer/BioNTech,4558486,Czechia
2021-06-04,Oxford/AstraZeneca,589845,Czechia
2021-06-04,Johnson&Johnson,51313,Czechia
2021-06-04,Moderna,542673,Czechia
2021-06-04,Pfizer/BioNTech,4652607,Czechia
2021-06-05,Pfizer/BioNTech,4702358,Czechia
2021-06-05,Oxford/AstraZeneca,591901,Czechia
2021-06-05,Johnson&Johnson,51439,Czechia
2021-06-05,Moderna,543559,Czechia
2021-06-06,Johnson&Johnson,51511,Czechia
2021-06-06,Moderna,544094,Czechia
2021-06-06,Oxford/AstraZeneca,592834,Czechia
2021-06-06,Pfizer/BioNTech,4742774,Czechia
2021-06-07,Johnson&Johnson,54637,Czechia
2021-06-07,Moderna,551914,Czechia
2021-06-07,Oxford/AstraZeneca,601653,Czechia
2021-06-07,Pfizer/BioNTech,4839157,Czechia
2021-06-08,Johnson&Johnson,57688,Czechia
2021-06-08,Moderna,560146,Czechia
2021-06-08,Oxford/AstraZeneca,612196,Czechia
2021-06-08,Pfizer/BioNTech,4933198,Czechia
2021-06-09,Pfizer/BioNTech,5029573,Czechia
2021-06-09,Oxford/AstraZeneca,622770,Czechia
2021-06-09,Moderna,569601,Czechia
2021-06-09,Johnson&Johnson,61313,Czechia
2021-06-10,Pfizer/BioNTech,5127244,Czechia
2021-06-10,Oxford/AstraZeneca,633658,Czechia
2021-06-10,Johnson&Johnson,64438,Czechia
2021-06-10,Moderna,579803,Czechia
2021-06-11,Johnson&Johnson,67564,Czechia
2021-06-11,Moderna,588785,Czechia
2021-06-11,Oxford/AstraZeneca,642297,Czechia
2021-06-11,Pfizer/BioNTech,5225171,Czechia
2021-06-12,Pfizer/BioNTech,5275387,Czechia
2021-06-12,Johnson&Johnson,67665,Czechia
2021-06-12,Moderna,589730,Czechia
2021-06-12,Oxford/AstraZeneca,643695,Czechia
2021-06-13,Oxford/AstraZeneca,643882,Czechia
2021-06-13,Pfizer/BioNTech,5317077,Czechia
2021-06-13,Johnson&Johnson,67719,Czechia
2021-06-13,Moderna,590129,Czechia
2021-06-14,Pfizer/BioNTech,5413939,Czechia
2021-06-14,Oxford/AstraZeneca,651399,Czechia
2021-06-14,Moderna,598365,Czechia
2021-06-14,Johnson&Johnson,70110,Czechia
2021-06-15,Johnson&Johnson,72287,Czechia
2021-06-15,Moderna,608909,Czechia
2021-06-15,Oxford/AstraZeneca,660240,Czechia
2021-06-15,Pfizer/BioNTech,5507132,Czechia
2021-06-16,Johnson&Johnson,74825,Czechia
2021-06-16,Moderna,618358,Czechia
2021-06-16,Oxford/AstraZeneca,668791,Czechia
2021-06-16,Pfizer/BioNTech,5604959,Czechia
2021-06-17,Pfizer/BioNTech,5706879,Czechia
2021-06-17,Oxford/AstraZeneca,676904,Czechia
2021-06-17,Johnson&Johnson,77010,Czechia
2021-06-17,Moderna,626338,Czechia
2021-06-18,Johnson&Johnson,79057,Czechia
2021-06-18,Moderna,634321,Czechia
