date,location,vaccine,total_vaccinations
2021-11-20,Romania,Johnson&Johnson,1754886
2021-11-21,Romania,Johnson&Johnson,1760120
2021-11-22,Romania,Johnson&Johnson,1767646
2021-11-23,Romania,Johnson&Johnson,1776108
2021-11-24,Romania,Johnson&Johnson,1784053
2021-11-25,Romania,Johnson&Johnson,1792382
2021-11-26,Romania,Johnson&Johnson,1801095
2021-11-27,Romania,Johnson&Johnson,1806189
2021-11-28,Romania,Johnson&Johnson,1810164
2021-11-29,Romania,Johnson&Johnson,1815848
2021-11-30,Romania,Johnson&Johnson,1819598
2021-12-01,Romania,Johnson&Johnson,1821756
2021-12-02,Romania,Johnson&Johnson,1827263
2021-12-03,Romania,Johnson&Johnson,1834623
2021-12-04,Romania,Johnson&Johnson,1838328
2021-12-05,Romania,Johnson&Johnson,1841065
2021-12-06,Romania,Johnson&Johnson,1846850
2021-12-07,Romania,Johnson&Johnson,1852470
2021-12-08,Romania,Johnson&Johnson,1858165
2021-12-09,Romania,Johnson&Johnson,1863520
2021-12-10,Romania,Johnson&Johnson,1868731
2021-12-11,Romania,Johnson&Johnson,1871622
2021-12-12,Romania,Johnson&Johnson,1873513
2021-12-13,Romania,Johnson&Johnson,1877366
2021-12-14,Romania,Johnson&Johnson,1881933
2021-12-15,Romania,Johnson&Johnson,1886017
2021-12-16,Romania,Johnson&Johnson,1890198
2021-12-17,Romania,Johnson&Johnson,1894691
2021-12-18,Romania,Johnson&Johnson,1896809
2021-12-19,Romania,Johnson&Johnson,1898405
2021-12-20,Romania,Johnson&Johnson,1902629
2021-12-21,Romania,Johnson&Johnson,1907524
2021-12-22,Romania,Johnson&Johnson,1912095
2021-12-23,Romania,Johnson&Johnson,1915957
2021-12-24,Romania,Johnson&Johnson,1919819
2021-12-25,Romania,Johnson&Johnson,1920081
2021-12-26,Romania,Johnson&Johnson,1920332
2021-12-27,Romania,Johnson&Johnson,1923162
2021-12-28,Romania,Johnson&Johnson,1927389
2021-12-29,Romania,Johnson&Johnson,1931486
2021-12-30,Romania,Johnson&Johnson,1935052
2021-12-31,Romania,Johnson&Johnson,1936782
2022-01-01,Romania,Johnson&Johnson,1936865
2022-01-02,Romania,Johnson&Johnson,1937352
2022-01-03,Romania,Johnson&Johnson,1942004
2022-01-04,Romania,Johnson&Johnson,1947522
2022-01-05,Romania,Johnson&Johnson,1952629
2022-01-06,Romania,Johnson&Johnson,1957685
2022-01-07,Romania,Johnson&Johnson,1962273
2022-01-08,Romania,Johnson&Johnson,1967161
2022-01-09,Romania,Johnson&Johnson,1968301
2022-01-10,Romania,Johnson&Johnson,1972067
2022-01-11,Romania,Johnson&Johnson,1976438
2022-01-12,Romania,Johnson&Johnson,1980464
2022-01-13,Romania,Johnson&Johnson,1984099
2022-01-14,Romania,Johnson&Johnson,1987828
2022-01-15,Romania,Johnson&Johnson,1989388
2022-01-16,Romania,Johnson&Johnson,1990173
