location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Gambia,2021-03-09,Oxford/AstraZeneca,https://www.unicef.org/gambia/stories/covid-19-vaccination-begins-gambia-president-adama-barrow-takes-first-jab,0,0,0
Gambia,2021-03-28,Oxford/AstraZeneca,https://twitter.com/MoHCovid19GMB/status/1376310943685210112,5345,5345,0
Gambia,2021-04-06,Oxford/AstraZeneca,https://www.africanews.com/2021/04/07/coronavirus-gambia-covid-19-update-6-april-2021/,12674,12674,0
Gambia,2021-04-09,Oxford/AstraZeneca,https://www.africanews.com/2021/04/11/coronavirus-gambia-covid-19-update-10-april-2021/,16735,16735,0
Gambia,2021-04-24,Oxford/AstraZeneca,https://twitter.com/MoHCovid19GMB/status/1386066550675976194,20922,20922,0
Gambia,2021-05-05,Oxford/AstraZeneca,https://twitter.com/MoHCovid19GMB/status/1391508938978381826/photo/1,24659,24659,0
Gambia,2021-05-09,Oxford/AstraZeneca,https://www.moh.gov.gm/wp-content/uploads/2021/05/GMB_COVID-19_Situational_Report_2021_11th_May_No_312.pdf,25445,25445,0
Gambia,2021-05-11,Oxford/AstraZeneca,https://www.moh.gov.gm/wp-content/uploads/2021/05/GMB_COVID-19_Situational_Report_2021_17th_May_No_315.pdf,25776,25776,0
Gambia,2021-05-31,"Oxford/AstraZeneca, Sinopharm/Beijing",https://covid19.who.int/,29148,29148,0
Gambia,2021-06-08,"Oxford/AstraZeneca, Sinopharm/Beijing",https://covid19.who.int/,40810,30421,10389
Gambia,2021-06-23,"Oxford/AstraZeneca, Sinopharm/Beijing",https://africacdc.org/covid-19-vaccination/,41077,30688,10389
Gambia,2021-06-30,"Oxford/AstraZeneca, Sinopharm/Beijing",https://africacdc.org/covid-19-vaccination/,42975,31150,11825
Gambia,2021-07-15,"Oxford/AstraZeneca, Sinopharm/Beijing",https://africacdc.org/covid-19-vaccination/,43557,31254,12303
Gambia,2021-08-23,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/08/GMB-COVID-19-Situational-Report_2021_21st_23rd_August_No-360.pdf,184553,170794,148842
Gambia,2021-08-25,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/08/GMB-COVID-19-Situational-Report_2021_24th_25th_August_No-361-1.pdf,191496,173810,155785
Gambia,2021-08-28,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/08/GMB-COVID-19-Situational-Report_2021_26th_28th_August_No-362.pdf,193532,175095,157804
Gambia,2021-08-29,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/09/GMB-COVID-19-Situational-Report_2021_29th_August_No-363.pdf,193961,175355,158224
Gambia,2021-08-31,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/09/GMB-COVID-19-Situational-Report_2021_30th_31st_August_No-364.pdf,197277,177168,161451
Gambia,2021-09-03,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/09/GMB-COVID-19-Situational-Report_2021_1st_3rd_September_No-365-1.pdf,199881,178634,163926
Gambia,2021-09-07,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",https://www.moh.gov.gm/wp-content/uploads/2021/09/GMB-COVID-19-Situational-Report_2021_4th_7th_September_No-366.pdf,201835,179910,165785
Gambia,2021-09-21,"Oxford/AstraZeneca, Sinopharm/Beijing",https://covid19.who.int/,207195,183739,170920
Gambia,2021-09-29,"Oxford/AstraZeneca, Sinopharm/Beijing",https://covid19.who.int/,208379,184817,171987
