location,date,vaccine,source_url,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations
Bolivia,2021-02-02,Sputnik V,https://github.com/dquintani/vacunacion/,1589,0,0,1589
Bolivia,2021-02-03,Sputnik V,https://github.com/dquintani/vacunacion/,3560,0,0,3560
Bolivia,2021-02-04,Sputnik V,https://github.com/dquintani/vacunacion/,5172,0,0,5172
Bolivia,2021-02-05,Sputnik V,https://github.com/dquintani/vacunacion/,7430,0,0,7430
Bolivia,2021-02-06,Sputnik V,https://github.com/dquintani/vacunacion/,7636,0,0,7636
Bolivia,2021-02-07,Sputnik V,https://github.com/dquintani/vacunacion/,7752,0,0,7752
Bolivia,2021-02-08,Sputnik V,https://github.com/dquintani/vacunacion/,8905,0,0,8905
Bolivia,2021-02-09,Sputnik V,https://github.com/dquintani/vacunacion/,9752,0,0,9752
Bolivia,2021-02-10,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-11,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-12,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-13,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-14,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-15,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-16,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-17,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-18,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-19,Sputnik V,https://github.com/dquintani/vacunacion/,10167,0,0,10167
Bolivia,2021-02-20,Sputnik V,https://github.com/dquintani/vacunacion/,10301,12,0,10313
Bolivia,2021-02-21,Sputnik V,https://github.com/dquintani/vacunacion/,10301,12,0,10313
Bolivia,2021-02-22,Sputnik V,https://github.com/dquintani/vacunacion/,10301,210,0,10511
Bolivia,2021-02-23,Sputnik V,https://github.com/dquintani/vacunacion/,10301,1030,0,11331
Bolivia,2021-02-24,Sputnik V,https://github.com/dquintani/vacunacion/,10301,2634,0,12935
Bolivia,2021-02-25,Sputnik V,https://github.com/dquintani/vacunacion/,11979,6630,0,18609
Bolivia,2021-02-26,Sputnik V,https://github.com/dquintani/vacunacion/,11979,6630,0,18609
Bolivia,2021-02-27,Sputnik V,https://github.com/dquintani/vacunacion/,22212,7601,0,29813
Bolivia,2021-02-28,Sputnik V,https://github.com/dquintani/vacunacion/,22212,7601,0,29813
Bolivia,2021-03-01,Sputnik V,https://github.com/dquintani/vacunacion/,22212,7601,0,29813
Bolivia,2021-03-02,Sputnik V,https://github.com/dquintani/vacunacion/,46455,9162,0,55617
Bolivia,2021-03-03,Sputnik V,https://github.com/dquintani/vacunacion/,46455,9162,0,55617
Bolivia,2021-03-04,Sputnik V,https://github.com/dquintani/vacunacion/,46455,9162,0,55617
Bolivia,2021-03-05,Sputnik V,https://github.com/dquintani/vacunacion/,46455,9162,0,55617
Bolivia,2021-03-06,Sputnik V,https://github.com/dquintani/vacunacion/,96397,9785,0,106182
