location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Indonesia,2021-01-12,Sinovac,https://www.dw.com/en/indonesias-covid-vaccination-campaign-prioritizes-workers/a-56316852,0.0,0,0.0
Indonesia,2021-01-22,Sinovac,https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20210122/3036835/vaksinasi-covid-19-bagi-tenaga-kesehatan-capai-132-ribu/,132000.0,132000,0.0
Indonesia,2021-01-24,Sinovac,https://www.kemkes.go.id/,149242.0,149242,0.0
Indonesia,2021-01-25,Sinovac,https://www.kemkes.go.id/,161959.0,161959,0.0
Indonesia,2021-01-26,Sinovac,https://www.kemkes.go.id/,245685.0,245685,0.0
Indonesia,2021-01-27,Sinovac,https://www.kemkes.go.id/,308003.0,308003,0.0
Indonesia,2021-01-28,Sinovac,https://www.kemkes.go.id/,373786.0,368318,5468.0
Indonesia,2021-01-29,Sinovac,https://www.kemkes.go.id/,416299.0,405012,11287.0
Indonesia,2021-01-30,Sinovac,https://www.kemkes.go.id/,502955.0,482145,20810.0
Indonesia,2021-01-31,Sinovac,https://www.kemkes.go.id/,515681.0,493133,22548.0
Indonesia,2021-02-01,Sinovac,https://covid19.go.id/berita/data-vaksinasi-covid-19-update-1-februari-2021,574938.0,539532,35406.0
Indonesia,2021-02-02,Sinovac,https://www.kemkes.go.id/,648259.0,596260,51999.0
Indonesia,2021-02-03,Sinovac,https://www.kemkes.go.id/,717647.0,646026,71621.0
Indonesia,2021-02-04,Sinovac,https://www.kemkes.go.id/,796819.0,700266,96553.0
Indonesia,2021-02-05,Sinovac,https://www.kemkes.go.id/,865609.0,744884,120725.0
Indonesia,2021-02-06,Sinovac,https://www.kemkes.go.id/,914303.0,777096,137207.0
Indonesia,2021-02-07,Sinovac,https://www.kemkes.go.id/,923449.0,784318,139131.0
Indonesia,2021-02-08,Sinovac,https://www.kemkes.go.id/,985855.0,814585,171270.0
Indonesia,2021-02-09,Sinovac,https://www.kemkes.go.id/,1066860.0,845407,221453.0
Indonesia,2021-02-10,Sinovac,https://www.kemkes.go.id/,1248797.0,969546,279251.0
Indonesia,2021-02-11,Sinovac,https://www.kemkes.go.id/,1362791.0,1017186,345605.0
Indonesia,2021-02-13,Sinovac,https://www.kemkes.go.id/,1475812.0,1060326,415486.0
Indonesia,2021-02-14,Sinovac,https://www.kemkes.go.id/,1494325.0,1068747,425578.0
Indonesia,2021-02-15,Sinovac,https://www.kemkes.go.id/,1578720.0,1096095,482625.0
Indonesia,2021-02-16,Sinovac,https://www.kemkes.go.id/,1658110.0,1120963,537147.0
Indonesia,2021-02-17,Sinovac,https://www.kemkes.go.id/,1747267.0,1149939,597328.0
Indonesia,2021-02-18,Sinovac,https://www.kemkes.go.id/,1787976.0,1164144,623832.0
Indonesia,2021-02-20,Sinovac,https://www.kemkes.go.id/,1956725.0,1224091,732634.0
Indonesia,2021-02-23,Sinovac,https://www.kemkes.go.id/,2059871.0,1269905,789966.0
Indonesia,2021-02-24,Sinovac,https://www.kemkes.go.id/,2188788.0,1363138,825650.0
Indonesia,2021-02-25,Sinovac,https://www.kemkes.go.id/,2315665.0,1461920,853745.0
Indonesia,2021-02-26,Sinovac,https://www.kemkes.go.id/,2449451.0,1583581,865870.0
Indonesia,2021-02-27,Sinovac,https://www.kemkes.go.id/,2598535.0,1616165,982370.0
Indonesia,2021-02-28,Sinovac,https://www.kemkes.go.id/,2690163.0,1691724,998439.0
Indonesia,2021-03-02,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,3023348.0,1968057,1055291.0
Indonesia,2021-03-03,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,3386351.0,2286123,1100228.0
Indonesia,2021-03-05,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,3528152.0,2413615,1114537.0
Indonesia,2021-03-07,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,4022544.0,2888757,1133787.0
Indonesia,2021-03-10,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,4837576.0,3574698,1262878.0
Indonesia,2021-03-11,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,4991674.0,3696059,1295615.0
Indonesia,2021-03-12,Sinovac,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html,5108536.0,3769174,1339362.0
