Country,Year,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others,Alpha_percentage,B.1.1.277_percentage,B.1.1.302_percentage,B.1.1.519_percentage,B.1.160_percentage,B.1.177_percentage,B.1.221_percentage,B.1.258_percentage,B.1.367_percentage,B.1.620_percentage,Beta_percentage,Delta_percentage,Epsilon_percentage,Eta_percentage,Gamma_percentage,Iota_percentage,Kappa_percentage,Lambda_percentage,Mu_percentage,Omicron_percentage,S:677H.Robin1_percentage,S:677P.Pelican_percentage,non_who_percentage,others_percentage
Argentina,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,56.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,98.28,96.56
Argentina,307,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,59.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41,93.65
Argentina,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.96,95.92
Argentina,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.97,96.97
Argentina,370,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,1.61,0.0,0.0,0.0,0.0,96.78,93.55
Argentina,384,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,49.0,7.25,0.0,0.0,11.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,82.6,71.01
Argentina,398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,5.36,0.0,0.0,3.57,0.0,0.0,0.0,0.0,89.28,87.49
Argentina,412,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,43.0,7.94,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,11.11,0.0,0.0,3.17,0.0,0.0,0.0,0.0,73.02,68.26
Argentina,426,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,118.0,113.0,12.57,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,12.57,1.14,0.0,4.0,0.0,0.0,0.0,0.0,67.43,64.57
Argentina,440,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,73.0,70.0,17.39,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,24.46,2.72,0.0,14.13,0.0,0.0,0.0,0.0,39.67,38.04
Argentina,454,38.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,88.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,115.0,109.0,13.29,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,30.77,0.35,0.0,13.29,0.0,0.0,0.0,0.0,40.2,38.1
Argentina,468,42.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,139.0,3.0,0.0,62.0,1.0,0.0,0.0,0.0,75.0,68.0,12.73,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.82,0.0,42.12,0.91,0.0,18.79,0.3,0.0,0.0,0.0,22.73,20.61
Argentina,482,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,182.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,42.0,37.0,12.46,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.3,55.32,0.61,0.0,16.41,0.0,0.0,0.0,0.0,12.77,11.25
Argentina,496,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,180.0,3.0,0.0,65.0,0.0,0.0,0.0,0.0,13.0,12.0,10.47,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,60.81,1.01,0.0,21.96,0.0,0.0,0.0,0.0,4.4,4.06
Argentina,510,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,264.0,2.0,0.0,88.0,0.0,0.0,0.0,0.0,11.0,11.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,65.67,0.5,0.0,21.89,0.0,0.0,0.0,0.0,2.73,2.73
Argentina,524,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,252.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,6.0,6.0,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.27,0.0,67.38,0.27,0.0,20.59,0.0,0.0,0.0,0.0,1.6,1.6
Argentina,538,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,257.0,0.0,0.0,57.0,2.0,0.0,0.0,0.0,1.0,1.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,73.64,0.0,0.0,16.33,0.57,0.0,0.0,0.0,0.3,0.3
Argentina,552,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,192.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,3.0,3.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,0.0,0.0,57.31,0.0,0.0,24.18,0.3,0.0,0.0,0.0,0.9,0.9
Argentina,566,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,281.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,3.0,3.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99,0.0,0.0,58.79,0.0,0.0,19.25,0.63,0.0,0.0,0.0,0.62,0.62
Argentina,580,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,241.0,0.0,0.0,105.0,3.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19,0.0,0.0,54.4,0.0,0.0,23.7,0.68,0.0,0.0,0.0,0.0,0.0
Argentina,594,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,256.0,0.0,0.0,90.0,5.0,0.0,0.0,0.0,2.0,2.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,0.0,0.0,57.27,0.0,0.0,20.13,1.12,0.0,0.0,0.0,0.46,0.46
Argentina,608,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,116.0,1.0,0.0,62.0,3.0,0.0,0.0,0.0,1.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.58,0.0,0.0,37.06,0.32,0.0,19.81,0.96,0.0,0.0,0.0,0.31,0.31
Argentina,622,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,81.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,2.0,2.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.68,0.0,0.0,34.18,0.0,0.0,15.61,0.84,0.0,0.0,0.0,0.85,0.85
Argentina,636,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,112.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.63,0.0,0.0,31.2,0.0,0.0,20.06,0.56,0.0,0.0,0.0,-0.01,-0.01
Argentina,650,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,81.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,1.0,1.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.54,0.0,0.0,14.67,0.0,0.0,7.61,0.36,0.0,0.0,0.0,0.19,0.19
Argentina,664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,19.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,1.0,1.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.26,0.0,0.0,6.13,0.0,0.0,9.35,0.65,0.0,0.0,0.0,0.32,0.32
Argentina,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,2.67,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,0.0,0.0,2.78,2.78,0.0,2.78,0.0,8.33,0.0,0.0,0.0,0.0
Aruba,384,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,98.0,7.89,0.0,0.0,0.88,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,89.48,85.97
Aruba,398,37.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,101.0,88.0,24.03,0.0,0.0,2.6,0.0,3.9,0.65,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.65,1.3,0.0,0.0,0.0,0.0,1.3,0.0,65.58,57.13
Aruba,412,65.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,52.0,0.0,0.0,9.6,0.0,5.6,0.8,0.0,0.0,0.0,1.6,0.0,12.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,28.8,12.8
Aruba,426,66.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,66.67,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,1.01,7.07,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5.05
Aruba,440,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,80.43,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0,9.78,0.0,0.0,0.0,0.0,0.0,0.0,3.27,2.18
Aruba,454,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,5.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,66.21,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.38,9.66,3.45,0.0,6.21,6.21,0.0,0.0,0.0,0.0,0.0,0.0,6.88,6.19
Aruba,468,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,7.0,61.43,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.71,0.0,10.0,19.29,0.0,0.71,0.71,0.0,0.0,0.0,5.72,5.01
Aruba,482,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,53.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,11.88,16.83,0.0,0.0,5.94,0.0,0.0,0.0,1.98,1.98
Aruba,496,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36,8.41,0.0,0.0,18.69,0.0,0.0,0.0,0.94,0.94
Aruba,510,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,12.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,39.33,13.48,0.0,1.12,35.96,0.0,0.0,0.0,0.0,0.0
