location,date,variant,num_sequences,perc_sequences,num_sequences_total
Angola,2020-12-21,B.1.160,0,0.0,93
Angola,2020-12-21,B.1.620,0,0.0,93
Angola,2020-12-21,B.1.258,0,0.0,93
Angola,2020-12-21,B.1.221,,,93
Angola,2020-12-21,B.1.1.519,,,93
Angola,2020-12-21,B.1.177,0,0.0,93
Angola,2020-12-21,Beta,70,75.27,93
Angola,2020-12-21,Alpha,0,0.0,93
Angola,2020-12-21,Gamma,0,0.0,93
Angola,2020-12-21,Delta,0,0.0,93
Angola,2020-12-21,Kappa,0,0.0,93
Angola,2020-12-21,Epsilon,,,93
Angola,2020-12-21,Eta,1,1.08,93
Angola,2020-12-21,Iota,,,93
Angola,2020-12-21,Lambda,,,93
Angola,2020-12-21,Mu,,,93
Angola,2020-12-21,S:677H.Robin1,,,93
Angola,2020-12-21,S:677P.Pelican,,,93
Angola,2020-12-21,B.1.1.302,,,93
Angola,2020-12-21,B.1.1.277,,,93
Angola,2020-12-21,B.1.367,,,93
Angola,2020-12-21,others,22,23.65,93
Angola,2020-12-21,non_who,22,23.65,93
Angola,2021-01-25,B.1.160,1,1.92,52
Angola,2021-01-25,B.1.620,0,0.0,52
Angola,2021-01-25,B.1.258,1,1.92,52
Angola,2021-01-25,B.1.221,,,52
Angola,2021-01-25,B.1.1.519,,,52
Angola,2021-01-25,B.1.177,2,3.85,52
Angola,2021-01-25,Beta,2,3.85,52
Angola,2021-01-25,Alpha,3,5.77,52
Angola,2021-01-25,Gamma,0,0.0,52
Angola,2021-01-25,Delta,0,0.0,52
Angola,2021-01-25,Kappa,0,0.0,52
Angola,2021-01-25,Epsilon,,,52
Angola,2021-01-25,Eta,0,0.0,52
Angola,2021-01-25,Iota,,,52
Angola,2021-01-25,Lambda,,,52
Angola,2021-01-25,Mu,,,52
Angola,2021-01-25,S:677H.Robin1,,,52
Angola,2021-01-25,S:677P.Pelican,,,52
Angola,2021-01-25,B.1.1.302,,,52
Angola,2021-01-25,B.1.1.277,,,52
Angola,2021-01-25,B.1.367,,,52
Angola,2021-01-25,others,43,82.69,52
Angola,2021-01-25,non_who,47,90.38,52
Angola,2021-02-08,B.1.160,1,2.38,42
Angola,2021-02-08,B.1.620,0,0.0,42
Angola,2021-02-08,B.1.258,0,0.0,42
Angola,2021-02-08,B.1.221,,,42
Angola,2021-02-08,B.1.1.519,,,42
Angola,2021-02-08,B.1.177,0,0.0,42
Angola,2021-02-08,Beta,12,28.57,42
Angola,2021-02-08,Alpha,4,9.52,42
Angola,2021-02-08,Gamma,0,0.0,42
Angola,2021-02-08,Delta,0,0.0,42
Angola,2021-02-08,Kappa,0,0.0,42
Angola,2021-02-08,Epsilon,,,42
Angola,2021-02-08,Eta,0,0.0,42
Angola,2021-02-08,Iota,,,42
Angola,2021-02-08,Lambda,,,42
Angola,2021-02-08,Mu,,,42
Angola,2021-02-08,S:677H.Robin1,,,42
Angola,2021-02-08,S:677P.Pelican,,,42
Angola,2021-02-08,B.1.1.302,,,42
Angola,2021-02-08,B.1.1.277,,,42
Angola,2021-02-08,B.1.367,,,42
Angola,2021-02-08,others,25,59.53,42
Angola,2021-02-08,non_who,26,61.91,42
Angola,2021-02-22,B.1.160,1,2.56,39
Angola,2021-02-22,B.1.620,0,0.0,39
Angola,2021-02-22,B.1.258,0,0.0,39
Angola,2021-02-22,B.1.221,,,39
Angola,2021-02-22,B.1.1.519,,,39
Angola,2021-02-22,B.1.177,1,2.56,39
Angola,2021-02-22,Beta,16,41.03,39
Angola,2021-02-22,Alpha,1,2.56,39
Angola,2021-02-22,Gamma,0,0.0,39
Angola,2021-02-22,Delta,0,0.0,39
Angola,2021-02-22,Kappa,0,0.0,39
Angola,2021-02-22,Epsilon,,,39
Angola,2021-02-22,Eta,0,0.0,39
Angola,2021-02-22,Iota,,,39
Angola,2021-02-22,Lambda,,,39
Angola,2021-02-22,Mu,,,39
Angola,2021-02-22,S:677H.Robin1,,,39
Angola,2021-02-22,S:677P.Pelican,,,39
Angola,2021-02-22,B.1.1.302,,,39
Angola,2021-02-22,B.1.1.277,,,39
Angola,2021-02-22,B.1.367,,,39
Angola,2021-02-22,others,20,51.29,39
Angola,2021-02-22,non_who,22,56.41,39
Angola,2021-03-08,B.1.160,0,0.0,113
Angola,2021-03-08,B.1.620,0,0.0,113
Angola,2021-03-08,B.1.258,0,0.0,113
Angola,2021-03-08,B.1.221,,,113
Angola,2021-03-08,B.1.1.519,,,113
Angola,2021-03-08,B.1.177,1,0.88,113
Angola,2021-03-08,Beta,69,61.06,113
Angola,2021-03-08,Alpha,7,6.19,113
Angola,2021-03-08,Gamma,0,0.0,113
Angola,2021-03-08,Delta,0,0.0,113
Angola,2021-03-08,Kappa,0,0.0,113
Angola,2021-03-08,Epsilon,,,113
Angola,2021-03-08,Eta,0,0.0,113
Angola,2021-03-08,Iota,,,113
Angola,2021-03-08,Lambda,,,113
Angola,2021-03-08,Mu,,,113
Angola,2021-03-08,S:677H.Robin1,,,113
Angola,2021-03-08,S:677P.Pelican,,,113
Angola,2021-03-08,B.1.1.302,,,113
Angola,2021-03-08,B.1.1.277,,,113
Angola,2021-03-08,B.1.367,,,113
Angola,2021-03-08,others,36,31.87,113
Angola,2021-03-08,non_who,37,32.75,113
Angola,2021-03-22,B.1.160,0,0.0,121
Angola,2021-03-22,B.1.620,0,0.0,121
Angola,2021-03-22,B.1.258,0,0.0,121
Angola,2021-03-22,B.1.221,,,121
Angola,2021-03-22,B.1.1.519,,,121
Angola,2021-03-22,B.1.177,0,0.0,121
Angola,2021-03-22,Beta,87,71.9,121
Angola,2021-03-22,Alpha,12,9.92,121
Angola,2021-03-22,Gamma,0,0.0,121
Angola,2021-03-22,Delta,0,0.0,121
Angola,2021-03-22,Kappa,1,0.83,121
Angola,2021-03-22,Epsilon,,,121
Angola,2021-03-22,Eta,1,0.83,121
Angola,2021-03-22,Iota,,,121
Angola,2021-03-22,Lambda,,,121
Angola,2021-03-22,Mu,,,121
Angola,2021-03-22,S:677H.Robin1,,,121
Angola,2021-03-22,S:677P.Pelican,,,121
Angola,2021-03-22,B.1.1.302,,,121
Angola,2021-03-22,B.1.1.277,,,121
Angola,2021-03-22,B.1.367,,,121
Angola,2021-03-22,others,20,16.52,121
Angola,2021-03-22,non_who,20,16.52,121
Angola,2021-04-05,B.1.160,0,0.0,137
Angola,2021-04-05,B.1.620,2,1.46,137
Angola,2021-04-05,B.1.258,0,0.0,137
Angola,2021-04-05,B.1.221,,,137
Angola,2021-04-05,B.1.1.519,,,137
Angola,2021-04-05,B.1.177,0,0.0,137
Angola,2021-04-05,Beta,64,46.72,137
Angola,2021-04-05,Alpha,32,23.36,137
Angola,2021-04-05,Gamma,1,0.73,137
Angola,2021-04-05,Delta,0,0.0,137
Angola,2021-04-05,Kappa,4,2.92,137
Angola,2021-04-05,Epsilon,,,137
Angola,2021-04-05,Eta,7,5.11,137
Angola,2021-04-05,Iota,,,137
Angola,2021-04-05,Lambda,,,137
Angola,2021-04-05,Mu,,,137
Angola,2021-04-05,S:677H.Robin1,,,137
Angola,2021-04-05,S:677P.Pelican,,,137
Angola,2021-04-05,B.1.1.302,,,137
Angola,2021-04-05,B.1.1.277,,,137
Angola,2021-04-05,B.1.367,,,137
Angola,2021-04-05,others,27,19.7,137
Angola,2021-04-05,non_who,29,21.16,137
Angola,2021-04-19,B.1.160,0,0.0,83
Angola,2021-04-19,B.1.620,0,0.0,83
Angola,2021-04-19,B.1.258,0,0.0,83
Angola,2021-04-19,B.1.221,,,83
Angola,2021-04-19,B.1.1.519,,,83
Angola,2021-04-19,B.1.177,0,0.0,83
Angola,2021-04-19,Beta,31,37.35,83
Angola,2021-04-19,Alpha,21,25.3,83
Angola,2021-04-19,Gamma,0,0.0,83
Angola,2021-04-19,Delta,2,2.41,83
Angola,2021-04-19,Kappa,1,1.2,83
Angola,2021-04-19,Epsilon,,,83
Angola,2021-04-19,Eta,2,2.41,83
Angola,2021-04-19,Iota,,,83
Angola,2021-04-19,Lambda,,,83
Angola,2021-04-19,Mu,,,83
Angola,2021-04-19,S:677H.Robin1,,,83
Angola,2021-04-19,S:677P.Pelican,,,83
Angola,2021-04-19,B.1.1.302,,,83
Angola,2021-04-19,B.1.1.277,,,83
Angola,2021-04-19,B.1.367,,,83
Angola,2021-04-19,others,26,31.33,83
Angola,2021-04-19,non_who,26,31.33,83
Angola,2021-05-03,B.1.160,0,0.0,34
Angola,2021-05-03,B.1.620,0,0.0,34
Angola,2021-05-03,B.1.258,0,0.0,34
Angola,2021-05-03,B.1.221,,,34
Angola,2021-05-03,B.1.1.519,,,34
Angola,2021-05-03,B.1.177,0,0.0,34
Angola,2021-05-03,Beta,17,50.0,34
Angola,2021-05-03,Alpha,11,32.35,34
Angola,2021-05-03,Gamma,0,0.0,34
Angola,2021-05-03,Delta,1,2.94,34
Angola,2021-05-03,Kappa,0,0.0,34
Angola,2021-05-03,Epsilon,,,34
Angola,2021-05-03,Eta,0,0.0,34
Angola,2021-05-03,Iota,,,34
Angola,2021-05-03,Lambda,,,34
Angola,2021-05-03,Mu,,,34
Angola,2021-05-03,S:677H.Robin1,,,34
Angola,2021-05-03,S:677P.Pelican,,,34
Angola,2021-05-03,B.1.1.302,,,34
Angola,2021-05-03,B.1.1.277,,,34
Angola,2021-05-03,B.1.367,,,34
Angola,2021-05-03,others,5,14.71,34
Angola,2021-05-03,non_who,5,14.71,34
Angola,2021-06-28,B.1.160,0,0.0,59
Angola,2021-06-28,B.1.620,0,0.0,59
Angola,2021-06-28,B.1.258,0,0.0,59
Angola,2021-06-28,B.1.221,,,59
Angola,2021-06-28,B.1.1.519,,,59
Angola,2021-06-28,B.1.177,0,0.0,59
Angola,2021-06-28,Beta,18,30.51,59
Angola,2021-06-28,Alpha,30,50.85,59
Angola,2021-06-28,Gamma,0,0.0,59
Angola,2021-06-28,Delta,10,16.95,59
Angola,2021-06-28,Kappa,0,0.0,59
Angola,2021-06-28,Epsilon,,,59
Angola,2021-06-28,Eta,0,0.0,59
Angola,2021-06-28,Iota,,,59
Angola,2021-06-28,Lambda,,,59
Angola,2021-06-28,Mu,,,59
Angola,2021-06-28,S:677H.Robin1,,,59
Angola,2021-06-28,S:677P.Pelican,,,59
Angola,2021-06-28,B.1.1.302,,,59
Angola,2021-06-28,B.1.1.277,,,59
Angola,2021-06-28,B.1.367,,,59
Angola,2021-06-28,others,1,1.69,59
Angola,2021-06-28,non_who,1,1.69,59
Angola,2021-07-12,B.1.160,0,0.0,46
Angola,2021-07-12,B.1.620,0,0.0,46
Angola,2021-07-12,B.1.258,0,0.0,46
Angola,2021-07-12,B.1.221,,,46
Angola,2021-07-12,B.1.1.519,,,46
Angola,2021-07-12,B.1.177,0,0.0,46
Angola,2021-07-12,Beta,12,26.09,46
Angola,2021-07-12,Alpha,9,19.57,46
Angola,2021-07-12,Gamma,0,0.0,46
Angola,2021-07-12,Delta,23,50.0,46
Angola,2021-07-12,Kappa,0,0.0,46
Angola,2021-07-12,Epsilon,,,46
Angola,2021-07-12,Eta,0,0.0,46
Angola,2021-07-12,Iota,,,46
Angola,2021-07-12,Lambda,,,46
Angola,2021-07-12,Mu,,,46
Angola,2021-07-12,S:677H.Robin1,,,46
Angola,2021-07-12,S:677P.Pelican,,,46
Angola,2021-07-12,B.1.1.302,,,46
Angola,2021-07-12,B.1.1.277,,,46
Angola,2021-07-12,B.1.367,,,46
Angola,2021-07-12,others,2,4.34,46
Angola,2021-07-12,non_who,2,4.34,46
Argentina,2020-05-11,B.1.160,,,149
Argentina,2020-05-11,B.1.620,,,149
Argentina,2020-05-11,B.1.258,0,0.0,149
Argentina,2020-05-11,B.1.221,,,149
Argentina,2020-05-11,B.1.1.519,0,0.0,149
Argentina,2020-05-11,B.1.177,,,149
Argentina,2020-05-11,Beta,0,0.0,149
Argentina,2020-05-11,Alpha,0,0.0,149
Argentina,2020-05-11,Gamma,0,0.0,149
Argentina,2020-05-11,Delta,0,0.0,149
Argentina,2020-05-11,Kappa,,,149
Argentina,2020-05-11,Epsilon,0,0.0,149
Argentina,2020-05-11,Eta,0,0.0,149
Argentina,2020-05-11,Iota,0,0.0,149
Argentina,2020-05-11,Lambda,0,0.0,149
Argentina,2020-05-11,Mu,0,0.0,149
Argentina,2020-05-11,S:677H.Robin1,,,149
Argentina,2020-05-11,S:677P.Pelican,,,149
Argentina,2020-05-11,B.1.1.302,,,149
Argentina,2020-05-11,B.1.1.277,,,149
Argentina,2020-05-11,B.1.367,,,149
Argentina,2020-05-11,others,149,100.0,149
Argentina,2020-05-11,non_who,149,100.0,149
Argentina,2020-05-25,B.1.160,,,167
Argentina,2020-05-25,B.1.620,,,167
Argentina,2020-05-25,B.1.258,0,0.0,167
Argentina,2020-05-25,B.1.221,,,167
Argentina,2020-05-25,B.1.1.519,0,0.0,167
Argentina,2020-05-25,B.1.177,,,167
Argentina,2020-05-25,Beta,0,0.0,167
Argentina,2020-05-25,Alpha,0,0.0,167
Argentina,2020-05-25,Gamma,0,0.0,167
Argentina,2020-05-25,Delta,0,0.0,167
Argentina,2020-05-25,Kappa,,,167
Argentina,2020-05-25,Epsilon,0,0.0,167
Argentina,2020-05-25,Eta,0,0.0,167
Argentina,2020-05-25,Iota,0,0.0,167
Argentina,2020-05-25,Lambda,0,0.0,167
Argentina,2020-05-25,Mu,0,0.0,167
Argentina,2020-05-25,S:677H.Robin1,,,167
Argentina,2020-05-25,S:677P.Pelican,,,167
Argentina,2020-05-25,B.1.1.302,,,167
Argentina,2020-05-25,B.1.1.277,,,167
Argentina,2020-05-25,B.1.367,,,167
Argentina,2020-05-25,others,167,100.0,167
Argentina,2020-05-25,non_who,167,100.0,167
Argentina,2020-06-08,B.1.160,,,65
Argentina,2020-06-08,B.1.620,,,65
Argentina,2020-06-08,B.1.258,0,0.0,65
Argentina,2020-06-08,B.1.221,,,65
Argentina,2020-06-08,B.1.1.519,0,0.0,65
Argentina,2020-06-08,B.1.177,,,65
Argentina,2020-06-08,Beta,0,0.0,65
Argentina,2020-06-08,Alpha,0,0.0,65
Argentina,2020-06-08,Gamma,0,0.0,65
Argentina,2020-06-08,Delta,0,0.0,65
Argentina,2020-06-08,Kappa,,,65
Argentina,2020-06-08,Epsilon,0,0.0,65
Argentina,2020-06-08,Eta,0,0.0,65
Argentina,2020-06-08,Iota,0,0.0,65
Argentina,2020-06-08,Lambda,0,0.0,65
Argentina,2020-06-08,Mu,0,0.0,65
Argentina,2020-06-08,S:677H.Robin1,,,65
Argentina,2020-06-08,S:677P.Pelican,,,65
Argentina,2020-06-08,B.1.1.302,,,65
Argentina,2020-06-08,B.1.1.277,,,65
Argentina,2020-06-08,B.1.367,,,65
Argentina,2020-06-08,others,65,100.0,65
Argentina,2020-06-08,non_who,65,100.0,65
Argentina,2020-06-22,B.1.160,,,75
Argentina,2020-06-22,B.1.620,,,75
Argentina,2020-06-22,B.1.258,0,0.0,75
Argentina,2020-06-22,B.1.221,,,75
Argentina,2020-06-22,B.1.1.519,0,0.0,75
Argentina,2020-06-22,B.1.177,,,75
Argentina,2020-06-22,Beta,0,0.0,75
Argentina,2020-06-22,Alpha,0,0.0,75
Argentina,2020-06-22,Gamma,0,0.0,75
Argentina,2020-06-22,Delta,0,0.0,75
Argentina,2020-06-22,Kappa,,,75
Argentina,2020-06-22,Epsilon,0,0.0,75
Argentina,2020-06-22,Eta,0,0.0,75
Argentina,2020-06-22,Iota,0,0.0,75
Argentina,2020-06-22,Lambda,0,0.0,75
Argentina,2020-06-22,Mu,0,0.0,75
Argentina,2020-06-22,S:677H.Robin1,,,75
Argentina,2020-06-22,S:677P.Pelican,,,75
Argentina,2020-06-22,B.1.1.302,,,75
Argentina,2020-06-22,B.1.1.277,,,75
Argentina,2020-06-22,B.1.367,,,75
Argentina,2020-06-22,others,75,100.0,75
Argentina,2020-06-22,non_who,75,100.0,75
Argentina,2020-07-06,B.1.160,,,63
Argentina,2020-07-06,B.1.620,,,63
Argentina,2020-07-06,B.1.258,0,0.0,63
Argentina,2020-07-06,B.1.221,,,63
Argentina,2020-07-06,B.1.1.519,0,0.0,63
Argentina,2020-07-06,B.1.177,,,63
Argentina,2020-07-06,Beta,0,0.0,63
Argentina,2020-07-06,Alpha,0,0.0,63
Argentina,2020-07-06,Gamma,0,0.0,63
Argentina,2020-07-06,Delta,0,0.0,63
Argentina,2020-07-06,Kappa,,,63
Argentina,2020-07-06,Epsilon,0,0.0,63
Argentina,2020-07-06,Eta,0,0.0,63
Argentina,2020-07-06,Iota,0,0.0,63
Argentina,2020-07-06,Lambda,0,0.0,63
Argentina,2020-07-06,Mu,0,0.0,63
Argentina,2020-07-06,S:677H.Robin1,,,63
Argentina,2020-07-06,S:677P.Pelican,,,63
Argentina,2020-07-06,B.1.1.302,,,63
Argentina,2020-07-06,B.1.1.277,,,63
Argentina,2020-07-06,B.1.367,,,63
Argentina,2020-07-06,others,63,100.0,63
Argentina,2020-07-06,non_who,63,100.0,63
Argentina,2020-07-20,B.1.160,,,113
Argentina,2020-07-20,B.1.620,,,113
Argentina,2020-07-20,B.1.258,0,0.0,113
Argentina,2020-07-20,B.1.221,,,113
Argentina,2020-07-20,B.1.1.519,0,0.0,113
Argentina,2020-07-20,B.1.177,,,113
Argentina,2020-07-20,Beta,0,0.0,113
Argentina,2020-07-20,Alpha,0,0.0,113
Argentina,2020-07-20,Gamma,0,0.0,113
Argentina,2020-07-20,Delta,0,0.0,113
Argentina,2020-07-20,Kappa,,,113
Argentina,2020-07-20,Epsilon,0,0.0,113
Argentina,2020-07-20,Eta,0,0.0,113
Argentina,2020-07-20,Iota,0,0.0,113
Argentina,2020-07-20,Lambda,0,0.0,113
Argentina,2020-07-20,Mu,0,0.0,113
Argentina,2020-07-20,S:677H.Robin1,,,113
Argentina,2020-07-20,S:677P.Pelican,,,113
Argentina,2020-07-20,B.1.1.302,,,113
Argentina,2020-07-20,B.1.1.277,,,113
Argentina,2020-07-20,B.1.367,,,113
Argentina,2020-07-20,others,113,100.0,113
Argentina,2020-07-20,non_who,113,100.0,113
Argentina,2020-08-03,B.1.160,,,102
Argentina,2020-08-03,B.1.620,,,102
Argentina,2020-08-03,B.1.258,0,0.0,102
Argentina,2020-08-03,B.1.221,,,102
Argentina,2020-08-03,B.1.1.519,0,0.0,102
Argentina,2020-08-03,B.1.177,,,102
Argentina,2020-08-03,Beta,0,0.0,102
Argentina,2020-08-03,Alpha,0,0.0,102
Argentina,2020-08-03,Gamma,0,0.0,102
Argentina,2020-08-03,Delta,0,0.0,102
Argentina,2020-08-03,Kappa,,,102
Argentina,2020-08-03,Epsilon,0,0.0,102
Argentina,2020-08-03,Eta,0,0.0,102
Argentina,2020-08-03,Iota,0,0.0,102
Argentina,2020-08-03,Lambda,0,0.0,102
Argentina,2020-08-03,Mu,0,0.0,102
Argentina,2020-08-03,S:677H.Robin1,,,102
Argentina,2020-08-03,S:677P.Pelican,,,102
Argentina,2020-08-03,B.1.1.302,,,102
Argentina,2020-08-03,B.1.1.277,,,102
Argentina,2020-08-03,B.1.367,,,102
Argentina,2020-08-03,others,102,100.0,102
Argentina,2020-08-03,non_who,102,100.0,102
Argentina,2020-08-17,B.1.160,,,110
Argentina,2020-08-17,B.1.620,,,110
Argentina,2020-08-17,B.1.258,0,0.0,110
Argentina,2020-08-17,B.1.221,,,110
Argentina,2020-08-17,B.1.1.519,0,0.0,110
Argentina,2020-08-17,B.1.177,,,110
Argentina,2020-08-17,Beta,0,0.0,110
Argentina,2020-08-17,Alpha,0,0.0,110
Argentina,2020-08-17,Gamma,0,0.0,110
Argentina,2020-08-17,Delta,0,0.0,110
Argentina,2020-08-17,Kappa,,,110
Argentina,2020-08-17,Epsilon,0,0.0,110
Argentina,2020-08-17,Eta,0,0.0,110
Argentina,2020-08-17,Iota,0,0.0,110
Argentina,2020-08-17,Lambda,0,0.0,110
Argentina,2020-08-17,Mu,0,0.0,110
Argentina,2020-08-17,S:677H.Robin1,,,110
Argentina,2020-08-17,S:677P.Pelican,,,110
Argentina,2020-08-17,B.1.1.302,,,110
Argentina,2020-08-17,B.1.1.277,,,110
Argentina,2020-08-17,B.1.367,,,110
Argentina,2020-08-17,others,110,100.0,110
Argentina,2020-08-17,non_who,110,100.0,110
Argentina,2020-08-31,B.1.160,,,137
Argentina,2020-08-31,B.1.620,,,137
Argentina,2020-08-31,B.1.258,0,0.0,137
Argentina,2020-08-31,B.1.221,,,137
Argentina,2020-08-31,B.1.1.519,0,0.0,137
Argentina,2020-08-31,B.1.177,,,137
Argentina,2020-08-31,Beta,0,0.0,137
Argentina,2020-08-31,Alpha,0,0.0,137
Argentina,2020-08-31,Gamma,0,0.0,137
Argentina,2020-08-31,Delta,0,0.0,137
Argentina,2020-08-31,Kappa,,,137
Argentina,2020-08-31,Epsilon,0,0.0,137
Argentina,2020-08-31,Eta,0,0.0,137
Argentina,2020-08-31,Iota,0,0.0,137
Argentina,2020-08-31,Lambda,0,0.0,137
Argentina,2020-08-31,Mu,0,0.0,137
Argentina,2020-08-31,S:677H.Robin1,,,137
Argentina,2020-08-31,S:677P.Pelican,,,137
Argentina,2020-08-31,B.1.1.302,,,137
Argentina,2020-08-31,B.1.1.277,,,137
Argentina,2020-08-31,B.1.367,,,137
Argentina,2020-08-31,others,137,100.0,137
Argentina,2020-08-31,non_who,137,100.0,137
Argentina,2020-09-14,B.1.160,,,49
Argentina,2020-09-14,B.1.620,,,49
Argentina,2020-09-14,B.1.258,0,0.0,49
Argentina,2020-09-14,B.1.221,,,49
Argentina,2020-09-14,B.1.1.519,0,0.0,49
Argentina,2020-09-14,B.1.177,,,49
Argentina,2020-09-14,Beta,0,0.0,49
Argentina,2020-09-14,Alpha,0,0.0,49
Argentina,2020-09-14,Gamma,0,0.0,49
Argentina,2020-09-14,Delta,0,0.0,49
Argentina,2020-09-14,Kappa,,,49
Argentina,2020-09-14,Epsilon,0,0.0,49
Argentina,2020-09-14,Eta,0,0.0,49
Argentina,2020-09-14,Iota,0,0.0,49
Argentina,2020-09-14,Lambda,0,0.0,49
Argentina,2020-09-14,Mu,0,0.0,49
Argentina,2020-09-14,S:677H.Robin1,,,49
Argentina,2020-09-14,S:677P.Pelican,,,49
Argentina,2020-09-14,B.1.1.302,,,49
Argentina,2020-09-14,B.1.1.277,,,49
Argentina,2020-09-14,B.1.367,,,49
Argentina,2020-09-14,others,49,100.0,49
Argentina,2020-09-14,non_who,49,100.0,49
Argentina,2020-09-28,B.1.160,,,50
Argentina,2020-09-28,B.1.620,,,50
Argentina,2020-09-28,B.1.258,0,0.0,50
Argentina,2020-09-28,B.1.221,,,50
Argentina,2020-09-28,B.1.1.519,0,0.0,50
Argentina,2020-09-28,B.1.177,,,50
Argentina,2020-09-28,Beta,0,0.0,50
Argentina,2020-09-28,Alpha,0,0.0,50
Argentina,2020-09-28,Gamma,0,0.0,50
Argentina,2020-09-28,Delta,0,0.0,50
Argentina,2020-09-28,Kappa,,,50
Argentina,2020-09-28,Epsilon,0,0.0,50
Argentina,2020-09-28,Eta,0,0.0,50
Argentina,2020-09-28,Iota,0,0.0,50
Argentina,2020-09-28,Lambda,0,0.0,50
Argentina,2020-09-28,Mu,0,0.0,50
Argentina,2020-09-28,S:677H.Robin1,,,50
Argentina,2020-09-28,S:677P.Pelican,,,50
Argentina,2020-09-28,B.1.1.302,,,50
Argentina,2020-09-28,B.1.1.277,,,50
Argentina,2020-09-28,B.1.367,,,50
Argentina,2020-09-28,others,50,100.0,50
Argentina,2020-09-28,non_who,50,100.0,50
Argentina,2020-10-12,B.1.160,,,39
Argentina,2020-10-12,B.1.620,,,39
Argentina,2020-10-12,B.1.258,0,0.0,39
Argentina,2020-10-12,B.1.221,,,39
Argentina,2020-10-12,B.1.1.519,0,0.0,39
Argentina,2020-10-12,B.1.177,,,39
Argentina,2020-10-12,Beta,0,0.0,39
Argentina,2020-10-12,Alpha,0,0.0,39
Argentina,2020-10-12,Gamma,0,0.0,39
Argentina,2020-10-12,Delta,0,0.0,39
Argentina,2020-10-12,Kappa,,,39
Argentina,2020-10-12,Epsilon,0,0.0,39
Argentina,2020-10-12,Eta,0,0.0,39
Argentina,2020-10-12,Iota,0,0.0,39
Argentina,2020-10-12,Lambda,0,0.0,39
Argentina,2020-10-12,Mu,0,0.0,39
Argentina,2020-10-12,S:677H.Robin1,,,39
Argentina,2020-10-12,S:677P.Pelican,,,39
Argentina,2020-10-12,B.1.1.302,,,39
Argentina,2020-10-12,B.1.1.277,,,39
Argentina,2020-10-12,B.1.367,,,39
Argentina,2020-10-12,others,39,100.0,39
Argentina,2020-10-12,non_who,39,100.0,39
Argentina,2020-10-26,B.1.160,,,102
Argentina,2020-10-26,B.1.620,,,102
Argentina,2020-10-26,B.1.258,0,0.0,102
Argentina,2020-10-26,B.1.221,,,102
Argentina,2020-10-26,B.1.1.519,0,0.0,102
Argentina,2020-10-26,B.1.177,,,102
Argentina,2020-10-26,Beta,0,0.0,102
Argentina,2020-10-26,Alpha,0,0.0,102
Argentina,2020-10-26,Gamma,0,0.0,102
Argentina,2020-10-26,Delta,0,0.0,102
Argentina,2020-10-26,Kappa,,,102
Argentina,2020-10-26,Epsilon,0,0.0,102
Argentina,2020-10-26,Eta,0,0.0,102
Argentina,2020-10-26,Iota,0,0.0,102
Argentina,2020-10-26,Lambda,0,0.0,102
Argentina,2020-10-26,Mu,0,0.0,102
Argentina,2020-10-26,S:677H.Robin1,,,102
Argentina,2020-10-26,S:677P.Pelican,,,102
Argentina,2020-10-26,B.1.1.302,,,102
Argentina,2020-10-26,B.1.1.277,,,102
Argentina,2020-10-26,B.1.367,,,102
Argentina,2020-10-26,others,102,100.0,102
Argentina,2020-10-26,non_who,102,100.0,102
Argentina,2020-11-09,B.1.160,,,57
Argentina,2020-11-09,B.1.620,,,57
Argentina,2020-11-09,B.1.258,0,0.0,57
Argentina,2020-11-09,B.1.221,,,57
Argentina,2020-11-09,B.1.1.519,1,1.75,57
Argentina,2020-11-09,B.1.177,,,57
Argentina,2020-11-09,Beta,0,0.0,57
Argentina,2020-11-09,Alpha,0,0.0,57
Argentina,2020-11-09,Gamma,0,0.0,57
Argentina,2020-11-09,Delta,0,0.0,57
Argentina,2020-11-09,Kappa,,,57
Argentina,2020-11-09,Epsilon,0,0.0,57
Argentina,2020-11-09,Eta,0,0.0,57
Argentina,2020-11-09,Iota,0,0.0,57
Argentina,2020-11-09,Lambda,1,1.75,57
Argentina,2020-11-09,Mu,0,0.0,57
Argentina,2020-11-09,S:677H.Robin1,,,57
Argentina,2020-11-09,S:677P.Pelican,,,57
Argentina,2020-11-09,B.1.1.302,,,57
Argentina,2020-11-09,B.1.1.277,,,57
Argentina,2020-11-09,B.1.367,,,57
Argentina,2020-11-09,others,55,96.5,57
Argentina,2020-11-09,non_who,56,98.25,57
Argentina,2020-11-23,B.1.160,,,61
Argentina,2020-11-23,B.1.620,,,61
Argentina,2020-11-23,B.1.258,0,0.0,61
Argentina,2020-11-23,B.1.221,,,61
Argentina,2020-11-23,B.1.1.519,3,4.92,61
Argentina,2020-11-23,B.1.177,,,61
Argentina,2020-11-23,Beta,0,0.0,61
Argentina,2020-11-23,Alpha,0,0.0,61
Argentina,2020-11-23,Gamma,0,0.0,61
Argentina,2020-11-23,Delta,0,0.0,61
Argentina,2020-11-23,Kappa,,,61
Argentina,2020-11-23,Epsilon,0,0.0,61
Argentina,2020-11-23,Eta,0,0.0,61
Argentina,2020-11-23,Iota,0,0.0,61
Argentina,2020-11-23,Lambda,0,0.0,61
Argentina,2020-11-23,Mu,0,0.0,61
Argentina,2020-11-23,S:677H.Robin1,,,61
Argentina,2020-11-23,S:677P.Pelican,,,61
Argentina,2020-11-23,B.1.1.302,,,61
